P_Sys_Opco	P_SyscoID	P_SyscoProdID
067	000349	1055854
067	000349	1056373
067	000349	1056878
067	000349	1057017
067	000349	1057983
067	000349	1058528
067	000349	1058692
067	000349	1058742
067	000349	1058759
067	000349	1059013
067	000349	1059310
067	000349	1060433
067	000349	1060953
067	000349	1061191
067	000349	1061415
067	000349	1061423
067	000349	1061530
067	000349	1061555
067	000349	1061670
067	000349	1061704
067	000349	1061803
067	000349	1062256
067	000349	1064922
067	000349	1066174
067	000349	1067412
067	000349	1068337
067	000349	1069459
067	000349	1069731
067	000349	1069913
067	000349	1070218
067	000349	1070499
067	000349	1070754
067	000349	1071463
067	000349	1072065
067	000349	1072156
067	000349	1072230
067	000349	1072909
067	000349	1073014
067	000349	1073048
067	000349	1073360
067	000349	1073485
067	000349	1073584
067	000349	1073592
067	000349	1073832
067	000349	1074384
067	000349	1074509
067	000349	1074707
067	000349	1074723
067	000349	1074905
067	000349	1076322
067	000349	1076421
067	000349	1077197
067	000349	1078583
067	000349	1078856
067	000349	1078864
067	000349	1079326
067	000349	1079334
067	000349	1079383
067	000349	1080217
067	000349	1080399
067	000349	1080886
067	000349	1081363
067	000349	1081959
067	000349	1082072
067	000349	1082940
067	000349	1083245
067	000349	1083294
067	000349	1083302
067	000349	1083310
067	000349	1083492
067	000349	1084896
067	000349	1085000
067	000349	1085612
067	000349	1085885
067	000349	1086313
067	000349	1086370
067	000349	1086461
067	000349	1086503
067	000349	1086529
067	000349	1086917
067	000349	1087162
067	000349	1087311
067	000349	1088848
067	000349	1089093
067	000349	1089176
067	000349	1089226
067	000349	1089333
067	000349	1089606
067	000349	1092204
067	000349	1092683
067	000349	1093426
067	000349	1093699
067	000349	1093822
067	000349	1094655
067	000349	1094663
067	000349	1094697
067	000349	1094721
067	000349	1094747
067	000349	1095785
067	000349	1096130
067	000349	1097815
067	000349	1098516
067	000349	1098706
067	000349	1099704
067	000349	1099779
067	000349	1100965
067	000349	1101062
067	000349	1101112
067	000349	1101120
067	000349	1101146
067	000349	1101377
067	000349	1101492
067	000349	1101583
067	000349	1101732
067	000349	1102995
067	000349	1103845
067	000349	1104041
067	000349	1104843
067	000349	1105386
067	000349	1106020
067	000349	1106038
067	000349	1106129
067	000349	1106442
067	000349	1106756
067	000349	1106764
067	000349	1107150
067	000349	1107465
067	000349	1108422
067	000349	1110840
067	000349	1110873
067	000349	1111913
067	000349	1112549
067	000349	1112606
067	000349	1112952
067	000349	1113729
067	000349	1114016
067	000349	1114719
067	000349	1114818
067	000349	1114990
067	000349	1115062
067	000349	1116672
067	000349	1116797
067	000349	1116995
067	000349	1117050
067	000349	1118348
067	000349	1121169
067	000349	1123371
067	000349	1125012
067	000349	1126655
067	000349	1129394
067	000349	1129535
067	000349	1129568
067	000349	1131234
067	000349	1131648
067	000349	1131861
067	000349	1131903
067	000349	1131960
067	000349	1131986
067	000349	1131994
067	000349	1132018
067	000349	1133073
067	000349	1133636
067	000349	1135391
067	000349	1135771
067	000349	1137371
067	000349	1137389
067	000349	1137702
067	000349	1137728
067	000349	1137736
067	000349	1141084
067	000349	1141159
067	000349	1141183
067	000349	1141282
067	000349	1141332
067	000349	1142082
067	000349	1142678
067	000349	1142694
067	000349	1142967
067	000349	1143098
067	000349	1143106
067	000349	1145036
067	000349	1145101
067	000349	1147958
067	000349	1148337
067	000349	1148881
067	000349	1149178
067	000349	1149186
067	000349	1149541
067	000349	1149616
067	000349	1149624
067	000349	1151422
067	000349	1151448
067	000349	1151570
067	000349	1151588
067	000349	1151612
067	000349	1151679
067	000349	1151844
067	000349	1152008
067	000349	1152123
067	000349	1152263
067	000349	1152297
067	000349	1154616
067	000349	1154731
067	000349	1154921
067	000349	1155324
067	000349	1155332
067	000349	1155415
067	000349	1155662
067	000349	1158542
067	000349	1158815
067	000349	1159383
067	000349	1159508
067	000349	1159946
067	000349	1160621
067	000349	1160704
067	000349	1160720
067	000349	1160779
067	000349	1161157
067	000349	1163963
067	000349	1164060
067	000349	1164185
067	000349	1164789
067	000349	1164797
067	000349	1165018
067	000349	1167261
067	000349	1167279
067	000349	1167295
067	000349	1167501
067	000349	1167527
067	000349	1167535
067	000349	1167568
067	000349	1167709
067	000349	1167907
067	000349	1168723
067	000349	1169119
067	000349	1169176
067	000349	1169960
067	000349	1170596
067	000349	1171396
067	000349	1171453
067	000349	1172386
067	000349	1173020
067	000349	1173228
067	000349	1173574
067	000349	1173673
067	000349	1175397
067	000349	1177559
067	000349	1178094
067	000349	1178326
067	000349	1178516
067	000349	1179076
067	000349	1180355
067	000349	1181536
067	000349	1181577
067	000349	1182120
067	000349	1182195
067	000349	1182203
067	000349	1182211
067	000349	1182229
067	000349	1182237
067	000349	1182336
067	000349	1184084
067	000349	1184134
067	000349	1184860
067	000349	1184886
067	000349	1184910
067	000349	1184951
067	000349	1185024
067	000349	1186253
067	000349	1186618
067	000349	1188804
067	000349	1190198
067	000349	1190669
067	000349	1190677
067	000349	1190727
067	000349	1190735
067	000349	1191444
067	000349	1191451
067	000349	1191667
067	000349	1191683
067	000349	1191741
067	000349	1191790
067	000349	1191840
067	000349	1193077
067	000349	1193697
067	000349	1193705
067	000349	1195262
067	000349	1196898
067	000349	1200021
067	000349	1203876
067	000349	1204908
067	000349	1205202
067	000349	1205210
067	000349	1205673
067	000349	1205889
067	000349	1206747
067	000349	1207232
067	000349	1207539
067	000349	1209899
067	000349	1210020
067	000349	1210053
067	000349	1210293
067	000349	1210996
067	000349	1211465
067	000349	1211762
067	000349	1212422
067	000349	1212638
067	000349	1213040
067	000349	1214519
067	000349	1215847
067	000349	1216159
067	000349	1219369
067	000349	1220193
067	000349	1220367
067	000349	1220581
067	000349	1220599
067	000349	1220995
067	000349	1221118
067	000349	1221654
067	000349	1221720
067	000349	1222884
067	000349	1226083
067	000349	1226745
067	000349	1227008
067	000349	1229657
067	000349	1230101
067	000349	1231018
067	000349	1231323
067	000349	1231760
067	000349	1231943
067	000349	1232222
067	000349	1232396
067	000349	1232875
067	000349	1234731
067	000349	1235464
067	000349	1235498
067	000349	1236215
067	000349	1237437
067	000349	1237486
067	000349	1237585
067	000349	1238245
067	000349	1238724
067	000349	1238963
067	000349	1239037
067	000349	1239045
067	000349	1239144
067	000349	1239482
067	000349	1239508
067	000349	1239722
067	000349	1239755
067	000349	1239896
067	000349	1239979
067	000349	1240522
067	000349	1240704
067	000349	1240753
067	000349	1240795
067	000349	1240951
067	000349	1240977
067	000349	1241017
067	000349	1241025
067	000349	1241116
067	000349	1241199
067	000349	1241280
067	000349	1241736
067	000349	1242361
067	000349	1242395
067	000349	1242460
067	000349	1242700
067	000349	1243310
067	000349	1243724
067	000349	1246479
067	000349	1248020
067	000349	1248947
067	000349	1251610
067	000349	1251628
067	000349	1253715
067	000349	1254192
067	000349	1257161
067	000349	1258417
067	000349	1258425
067	000349	1258441
067	000349	1258961
067	000349	1259530
067	000349	1263508
067	000349	1263615
067	000349	1263623
067	000349	1264282
067	000349	1265156
067	000349	1265537
067	000349	1267715
067	000349	1267749
067	000349	1267756
067	000349	1268366
067	000349	1268887
067	000349	1269497
067	000349	1269554
067	000349	1270479
067	000349	1271667
067	000349	1275106
067	000349	1276476
067	000349	1276534
067	000349	1276658
067	000349	1277292
067	000349	1278126
067	000349	1280239
067	000349	1281005
067	000349	1281013
067	000349	1281377
067	000349	1282011
067	000349	1282060
067	000349	1282169
067	000349	1282243
067	000349	1282615
067	000349	1282623
067	000349	1283159
067	000349	1283811
067	000349	1284116
067	000349	1284397
067	000349	1284595
067	000349	1284819
067	000349	1284843
067	000349	1284892
067	000349	1285113
067	000349	1286772
067	000349	1286798
067	000349	1287325
067	000349	1287341
067	000349	1288265
067	000349	1288315
067	000349	1288638
067	000349	1290550
067	000349	1292275
067	000349	1294784
067	000349	1298223
067	000349	1298264
067	000349	1298330
067	000349	1299882
067	000349	1300219
067	000349	1300391
067	000349	1301571
067	000349	1301662
067	000349	1302603
067	000349	1303643
067	000349	1304716
067	000349	1305259
067	000349	1306877
067	000349	1307248
067	000349	1307511
067	000349	1307933
067	000349	1308113
067	000349	1308121
067	000349	1308139
067	000349	1308154
067	000349	1308162
067	000349	1308568
067	000349	1308659
067	000349	1312172
067	000349	1312255
067	000349	1316512
067	000349	1317866
067	000349	1319896
067	000349	1320746
067	000349	1321967
067	000349	1322338
067	000349	1322726
067	000349	1323260
067	000349	1323336
067	000349	1324391
067	000349	1324516
067	000349	1324680
067	000349	1324763
067	000349	1324938
067	000349	1325075
067	000349	1325349
067	000349	1326248
067	000349	1327477
067	000349	1330778
067	000349	1332576
067	000349	1332592
067	000349	1332618
067	000349	1332642
067	000349	1333194
067	000349	1333202
067	000349	1333442
067	000349	1333582
067	000349	1333749
067	000349	1335389
067	000349	1335710
067	000349	1336122
067	000349	1336411
067	000349	1336957
067	000349	1338128
067	000349	1338144
067	000349	1338482
067	000349	1338748
067	000349	1339282
067	000349	1339944
067	000349	1340892
067	000349	1340926
067	000349	1340942
067	000349	1340959
067	000349	1340967
067	000349	1340991
067	000349	1341023
067	000349	1341080
067	000349	1342690
067	000349	1343144
067	000349	1343227
067	000349	1345206
067	000349	1345644
067	000349	1345651
067	000349	1345669
067	000349	1346279
067	000349	1346501
067	000349	1346691
067	000349	1346881
067	000349	1347871
067	000349	1348234
067	000349	1348887
067	000349	1348937
067	000349	1348978
067	000349	1349042
067	000349	1349646
067	000349	1349901
067	000349	1350271
067	000349	1350438
067	000349	1350511
067	000349	1350917
067	000349	1351410
067	000349	1352319
067	000349	1352327
067	000349	1353275
067	000349	1355528
067	000349	1356476
067	000349	1357383
067	000349	1357581
067	000349	1357672
067	000349	1357805
067	000349	1357854
067	000349	1358027
067	000349	1358209
067	000349	1358373
067	000349	1358399
067	000349	1358431
067	000349	1358464
067	000349	1358514
067	000349	1358522
067	000349	1358555
067	000349	1358639
067	000349	1358753
067	000349	1358787
067	000349	1358860
067	000349	1359363
067	000349	1359371
067	000349	1359405
067	000349	1359413
067	000349	1359454
067	000349	1359496
067	000349	1359553
067	000349	1359892
067	000349	1360254
067	000349	1360437
067	000349	1360759
067	000349	1361179
067	000349	1361708
067	000349	1363407
067	000349	1363985
067	000349	1366509
067	000349	1367663
067	000349	1371772
067	000349	1371954
067	000349	1372549
067	000349	1373414
067	000349	1376805
067	000349	1376862
067	000349	1379494
067	000349	1381821
067	000349	1382050
067	000349	1382225
067	000349	1384395
067	000349	1385590
067	000349	1386143
067	000349	1386275
067	000349	1388628
067	000349	1390129
067	000349	1390376
067	000349	1390905
067	000349	1391663
067	000349	1391671
067	000349	1392232
067	000349	1394139
067	000349	1394345
067	000349	1394618
067	000349	1395128
067	000349	1395755
067	000349	1398130
067	000349	1398510
067	000349	1399286
067	000349	1399781
067	000349	1400258
067	000349	1400266
067	000349	1403575
067	000349	1403880
067	000349	1403898
067	000349	1405232
067	000349	1405828
067	000349	1406891
067	000349	1409036
067	000349	1409929
067	000349	1410075
067	000349	1411552
067	000349	1412360
067	000349	1412667
067	000349	1412808
067	000349	1414598
067	000349	1414697
067	000349	1415355
067	000349	1415637
067	000349	1415710
067	000349	1415793
067	000349	1417179
067	000349	1418193
067	000349	1420835
067	000349	1422435
067	000349	1423607
067	000349	1423797
067	000349	1424738
067	000349	1425982
067	000349	1426733
067	000349	1426790
067	000349	1427665
067	000349	1428994
067	000349	1430214
067	000349	1430834
067	000349	1431717
067	000349	1434026
067	000349	1434307
067	000349	1434414
067	000349	1434943
067	000349	1435197
067	000349	1435221
067	000349	1435940
067	000349	1437565
067	000349	1437722
067	000349	1438365
067	000349	1440270
067	000349	1441716
067	000349	1441724
067	000349	1442458
067	000349	1442466
067	000349	1442540
067	000349	1442599
