P_Sys_Opco	P_SyscoID	P_SyscoProdID
067	000349	2482354
067	000349	2483642
067	000349	2484434
067	000349	2484574
067	000349	2489912
067	000349	2489987
067	000349	2489995
067	000349	2490035
067	000349	2490043
067	000349	2490548
067	000349	2491454
067	000349	2491488
067	000349	2491496
067	000349	2491538
067	000349	2491546
067	000349	2491561
067	000349	2491579
067	000349	2491587
067	000349	2491595
067	000349	2491603
067	000349	2496503
067	000349	2496560
067	000349	2496768
067	000349	2497089
067	000349	2498178
067	000349	2499127
067	000349	2499648
067	000349	2502268
067	000349	2502615
067	000349	2506418
067	000349	2507580
067	000349	2507614
067	000349	2507671
067	000349	2507705
067	000349	2507713
067	000349	2507762
067	000349	2507986
067	000349	2508042
067	000349	2508091
067	000349	2509339
067	000349	2509925
067	000349	2509958
067	000349	2510402
067	000349	2510881
067	000349	2511012
067	000349	2511442
067	000349	2511475
067	000349	2511624
067	000349	2512952
067	000349	2512960
067	000349	2513307
067	000349	2513695
067	000349	2515021
067	000349	2516680
067	000349	2516870
067	000349	2516995
067	000349	2517001
067	000349	2517464
067	000349	2518785
067	000349	2519379
067	000349	2520393
067	000349	2522191
067	000349	2525624
067	000349	2525970
067	000349	2526382
067	000349	2526408
067	000349	2527265
067	000349	2527281
067	000349	2527307
067	000349	2527315
067	000349	2527323
067	000349	2527331
067	000349	2527349
067	000349	2527356
067	000349	2527364
067	000349	2527372
067	000349	2527380
067	000349	2527505
067	000349	2527646
067	000349	2527836
067	000349	2529956
067	000349	2531069
067	000349	2531580
067	000349	2532364
067	000349	2532380
067	000349	2532570
067	000349	2532596
067	000349	2532893
067	000349	2534709
067	000349	2534857
067	000349	2535474
067	000349	2535912
067	000349	2536555
067	000349	2537934
067	000349	2538619
067	000349	2539492
067	000349	2539732
067	000349	2542223
067	000349	2542348
067	000349	2543072
067	000349	2543148
067	000349	2543155
067	000349	2543163
067	000349	2543171
067	000349	2544831
067	000349	2546240
067	000349	2546406
067	000349	2546919
067	000349	2546935
067	000349	2547164
067	000349	2547917
067	000349	2551042
067	000349	2551521
067	000349	2551729
067	000349	2552016
067	000349	2552917
067	000349	2553246
067	000349	2555076
067	000349	2556405
067	000349	2556850
067	000349	2558237
067	000349	2558351
067	000349	2558369
067	000349	2558468
067	000349	2558914
067	000349	2559128
067	000349	2559656
067	000349	2559870
067	000349	2560332
067	000349	2560340
067	000349	2560357
067	000349	2560365
067	000349	2562676
067	000349	2563443
067	000349	2563674
067	000349	2564755
067	000349	2565315
067	000349	2567295
067	000349	2568509
067	000349	2568616
067	000349	2569259
067	000349	2570158
067	000349	2571123
067	000349	2571479
067	000349	2571529
067	000349	2572600
067	000349	2574291
067	000349	2577443
067	000349	2577773
067	000349	2577948
067	000349	2579191
067	000349	2579340
067	000349	2580041
067	000349	2580058
067	000349	2580066
067	000349	2580728
067	000349	2581213
067	000349	2581312
067	000349	2581320
067	000349	2582005
067	000349	2582013
067	000349	2582021
067	000349	2582039
067	000349	2582054
067	000349	2582088
067	000349	2582096
067	000349	2582104
067	000349	2582112
067	000349	2582138
067	000349	2582146
067	000349	2582161
067	000349	2582187
067	000349	2582195
067	000349	2582203
067	000349	2582229
067	000349	2582252
067	000349	2582278
067	000349	2582286
067	000349	2582401
067	000349	2585388
067	000349	2585404
067	000349	2585651
067	000349	2585693
067	000349	2585701
067	000349	2587202
067	000349	2587251
067	000349	2587269
067	000349	2589257
067	000349	2589307
067	000349	2589596
067	000349	2589737
067	000349	2590032
067	000349	2590180
067	000349	2590610
067	000349	2591220
067	000349	2591493
067	000349	2591501
067	000349	2591774
067	000349	2592160
067	000349	2592855
067	000349	2592954
067	000349	2592970
067	000349	2593523
067	000349	2593762
067	000349	2595452
067	000349	2596401
067	000349	2596427
067	000349	2597409
067	000349	2598118
067	000349	2598134
067	000349	2598993
067	000349	2599793
067	000349	2599801
067	000349	2600245
067	000349	2600500
067	000349	2600518
067	000349	2600666
067	000349	2601250
067	000349	2603249
067	000349	2603496
067	000349	2604221
067	000349	2605756
067	000349	2611739
067	000349	2613131
067	000349	2613982
067	000349	2613990
067	000349	2615490
067	000349	2619500
067	000349	2619880
067	000349	2623395
067	000349	2626760
067	000349	2627966
067	000349	2633758
067	000349	2639391
067	000349	2640720
067	000349	2642320
067	000349	2642684
067	000349	2642692
067	000349	2642700
067	000349	2643146
067	000349	2643377
067	000349	2645687
067	000349	2646156
067	000349	2648806
067	000349	2655058
067	000349	2658748
067	000349	2658763
067	000349	2670370
067	000349	2673473
067	000349	2676021
067	000349	2676674
067	000349	2677763
067	000349	2680007
067	000349	2681567
067	000349	2683621
067	000349	2685105
067	000349	2687838
067	000349	2688232
067	000349	2688398
067	000349	2688463
067	000349	2688976
067	000349	2689669
067	000349	2691160
067	000349	2694370
067	000349	2695542
067	000349	2697738
067	000349	2701704
067	000349	2704963
067	000349	2705788
067	000349	2707404
067	000349	2709103
067	000349	2711539
067	000349	2714749
067	000349	2718831
067	000349	2722296
067	000349	2723385
067	000349	2723625
067	000349	2724979
067	000349	2725489
067	000349	2726883
067	000349	2726933
067	000349	2728244
067	000349	2728608
067	000349	2735009
067	000349	2750248
067	000349	2750289
067	000349	2754646
067	000349	2757912
067	000349	2757987
067	000349	2758068
067	000349	2758357
067	000349	2761443
067	000349	2763688
067	000349	2764025
067	000349	2770329
067	000349	2772184
067	000349	2772291
067	000349	2773067
067	000349	2773133
067	000349	2774644
067	000349	2779684
067	000349	2780120
067	000349	2780161
067	000349	2780633
067	000349	2780732
067	000349	2780757
067	000349	2787679
067	000349	2790061
067	000349	2790640
067	000349	2790673
067	000349	2790863
067	000349	2790939
067	000349	2791317
067	000349	2791473
067	000349	2798270
067	000349	2798288
067	000349	2799021
067	000349	2802130
067	000349	2806388
067	000349	2811834
067	000349	2813897
067	000349	2813913
067	000349	2813962
067	000349	2814499
067	000349	2819969
067	000349	2820231
067	000349	2820454
067	000349	2822880
067	000349	2823409
067	000349	2823698
067	000349	2825172
067	000349	2827848
067	000349	2828945
067	000349	2833515
067	000349	2835973
067	000349	2836427
067	000349	2838126
067	000349	2844843
067	000349	2853703
067	000349	2854255
067	000349	2856870
067	000349	2860930
067	000349	2865863
067	000349	2867521
067	000349	2870384
067	000349	2870400
067	000349	2870806
067	000349	2872372
067	000349	2880615
067	000349	2880656
067	000349	2880755
067	000349	2886075
067	000349	2886265
067	000349	2898229
067	000349	2902021
067	000349	2905396
067	000349	2910339
067	000349	2911824
067	000349	2916427
067	000349	2917722
067	000349	2919314
067	000349	2919330
067	000349	2919355
067	000349	2919876
067	000349	2919884
067	000349	2920403
067	000349	2920536
067	000349	2925022
067	000349	2927770
067	000349	2928042
067	000349	2929115
067	000349	2934875
067	000349	2935435
067	000349	2935864
067	000349	2935898
067	000349	2935930
067	000349	2936441
067	000349	2936466
067	000349	2938116
067	000349	2938991
067	000349	2939064
067	000349	2943272
067	000349	2943330
067	000349	2946887
067	000349	2947398
067	000349	2948081
067	000349	2949667
067	000349	2949873
067	000349	2950459
067	000349	2956258
067	000349	2957066
067	000349	2957181
067	000349	2957298
067	000349	2960300
067	000349	2964401
067	000349	2964674
067	000349	2964849
067	000349	2965820
067	000349	2967875
067	000349	2970341
067	000349	2970457
067	000349	2971562
067	000349	2971570
067	000349	2971760
067	000349	2972321
067	000349	2973899
067	000349	2975795
067	000349	2979417
067	000349	2983666
067	000349	2985398
067	000349	2985752
067	000349	2985786
067	000349	2986032
067	000349	2994630
067	000349	2994804
067	000349	3004512
067	000349	3004918
067	000349	3004942
067	000349	3006228
067	000349	3006939
067	000349	3007275
067	000349	3007283
067	000349	3009461
067	000349	3013737
067	000349	3013786
067	000349	3019866
067	000349	3020757
067	000349	3022035
067	000349	3022894
067	000349	3024486
067	000349	3024726
067	000349	3024957
067	000349	3024973
067	000349	3026887
067	000349	3027844
067	000349	3028743
067	000349	3028990
067	000349	3029014
067	000349	3029055
067	000349	3029311
067	000349	3031424
067	000349	3032943
067	000349	3033834
067	000349	3034519
067	000349	3037868
067	000349	3038031
067	000349	3038197
067	000349	3038452
067	000349	3038486
067	000349	3038502
067	000349	3038510
067	000349	3038551
067	000349	3038593
067	000349	3038643
067	000349	3038692
067	000349	3038718
067	000349	3038783
067	000349	3038791
067	000349	3038924
067	000349	3038940
067	000349	3038965
067	000349	3044138
067	000349	3044708
067	000349	3044724
067	000349	3047032
067	000349	3049038
067	000349	3053568
067	000349	3053634
067	000349	3054475
067	000349	3060274
067	000349	3060464
067	000349	3065216
067	000349	3068814
067	000349	3069325
067	000349	3069853
067	000349	3069895
067	000349	3072741
067	000349	3073038
067	000349	3073566
067	000349	3076965
067	000349	3083201
067	000349	3110541
067	000349	3112935
067	000349	3113412
067	000349	3114113
067	000349	3114139
067	000349	3115532
067	000349	3116126
067	000349	3116381
067	000349	3116852
067	000349	3118676
067	000349	3119534
067	000349	3121738
067	000349	3123114
067	000349	3123320
067	000349	3125192
067	000349	3125382
067	000349	3125531
067	000349	3127172
067	000349	3128014
067	000349	3128139
067	000349	3132032
067	000349	3132065
067	000349	3135316
067	000349	3138724
067	000349	3138823
067	000349	3142858
067	000349	3143534
067	000349	3144243
067	000349	3145141
067	000349	3149994
067	000349	3152584
067	000349	3155728
067	000349	3162179
067	000349	3163516
067	000349	3165578
067	000349	3166469
067	000349	3167053
067	000349	3168242
067	000349	3173531
067	000349	3185774
067	000349	3188901
067	000349	3189412
067	000349	3192184
067	000349	3201274
067	000349	3201563
067	000349	3202983
067	000349	3203874
067	000349	3207289
067	000349	3209921
067	000349	3221660
067	000349	3221678
067	000349	3230059
067	000349	3230547
067	000349	3235181
067	000349	3235629
067	000349	3235645
067	000349	3235652
067	000349	3236569
067	000349	3237088
067	000349	3237823
067	000349	3238276
067	000349	3238391
067	000349	3240413
067	000349	3240439
067	000349	3240819
067	000349	3247079
067	000349	3249448
067	000349	3249489
067	000349	3249612
067	000349	3254547
067	000349	3254604
067	000349	3254612
067	000349	3254646
067	000349	3255205
067	000349	3256328
067	000349	3258522
067	000349	3258886
067	000349	3260619
067	000349	3261351
067	000349	3264504
067	000349	3266293
067	000349	3266533
067	000349	3266657
067	000349	3267655
067	000349	3268281
067	000349	3268331
067	000349	3268349
067	000349	3268356
067	000349	3268760
067	000349	3268778
067	000349	3277076
067	000349	3280989
067	000349	3281474
067	000349	3281599
067	000349	3282316
067	000349	3282399
067	000349	3283090
067	000349	3288594
067	000349	3291549
067	000349	3292604
067	000349	3294980
067	000349	3295003
067	000349	3295037
067	000349	3295649
067	000349	3297892
067	000349	3297959
067	000349	3305778
067	000349	3310356
067	000349	3310695
067	000349	3313871
067	000349	3317302
067	000349	3317880
067	000349	3321627
067	000349	3325578
067	000349	3327848
067	000349	3330388
067	000349	3332053
067	000349	3332103
067	000349	3332186
067	000349	3336534
067	000349	3341443
067	000349	3344793
067	000349	3345931
067	000349	3351434
067	000349	3352796
067	000349	3355732
067	000349	3360112
067	000349	3360138
067	000349	3360393
067	000349	3361078
067	000349	3361193
067	000349	3361201
067	000349	3361516
067	000349	3361524
067	000349	3361532
067	000349	3362274
067	000349	3362464
067	000349	3366424
067	000349	3367067
067	000349	3367091
067	000349	3370566
067	000349	3372166
067	000349	3376407
067	000349	3376969
067	000349	3378262
067	000349	3378700
067	000349	3381571
067	000349	3389640
067	000349	3390002
067	000349	3390689
067	000349	3390713
067	000349	3396801
067	000349	3397841
067	000349	3398799
067	000349	3399110
067	000349	3399748
067	000349	3399953
067	000349	3400363
067	000349	3403755
067	000349	3406311
067	000349	3416351
067	000349	3417201
067	000349	3418886
067	000349	3419876
067	000349	3423647
067	000349	3424462
067	000349	3424470
067	000349	3424561
067	000349	3425279
067	000349	3430204
067	000349	3431657
067	000349	3431715
067	000349	3435823
067	000349	3437100
067	000349	3439452
067	000349	3441920
067	000349	3443579
067	000349	3443918
067	000349	3443942
067	000349	3449873
067	000349	3449881
067	000349	3452836
067	000349	3454089
067	000349	3458296
067	000349	3458676
067	000349	3458841
067	000349	3458916
067	000349	3459484
067	000349	3464310
067	000349	3465424
067	000349	3467537
067	000349	3470226
067	000349	3470440
067	000349	3476488
067	000349	3476983
067	000349	3479052
067	000349	3479656
067	000349	3481249
067	000349	3492014
067	000349	3493327
067	000349	3495975
067	000349	3497666
067	000349	3497823
067	000349	3497864
067	000349	3497880
067	000349	3497948
067	000349	3497955
067	000349	3497963
067	000349	3499217
067	000349	3499449
067	000349	3499506
067	000349	3501665
067	000349	3503992
067	000349	3504016
067	000349	3504040
067	000349	3505187
067	000349	3506425
067	000349	3506847
067	000349	3507027
067	000349	3507035
067	000349	3510336
067	000349	3515905
067	000349	3515913
067	000349	3515921
067	000349	3515954
067	000349	3516242
067	000349	3516267
067	000349	3516630
067	000349	3517828
067	000349	3519725
067	000349	3519774
067	000349	3519824
067	000349	3520194
067	000349	3521143
067	000349	3521333
067	000349	3522240
067	000349	3522794
067	000349	3523537
067	000349	3524188
067	000349	3524378
067	000349	3528049
067	000349	3530631
067	000349	3530946
067	000349	3531092
067	000349	3531720
067	000349	3531902
067	000349	3532405
067	000349	3532819
067	000349	3532991
067	000349	3533056
067	000349	3533064
067	000349	3533155
067	000349	3533429
067	000349	3533486
067	000349	3533494
067	000349	3533528
067	000349	3533544
067	000349	3533551
067	000349	3533585
067	000349	3534559
067	000349	3543790
067	000349	3544061
067	000349	3545621
067	000349	3546645
067	000349	3546850
067	000349	3546876
067	000349	3546983
067	000349	3547106
067	000349	3547114
067	000349	3547130
067	000349	3548385
067	000349	3548393
067	000349	3548898
067	000349	3550308
067	000349	3551942
067	000349	3554441
067	000349	3554722
067	000349	3558061
067	000349	3558111
067	000349	3559937
067	000349	3565546
067	000349	3566734
067	000349	3572781
067	000349	3573557
067	000349	3574910
067	000349	3574951
067	000349	3575909
067	000349	3575958
067	000349	3575966
067	000349	3576048
067	000349	3576089
067	000349	3576105
067	000349	3576170
067	000349	3576196
067	000349	3576204
067	000349	3576220
067	000349	3576253
067	000349	3576485
067	000349	3576576
067	000349	3576659
067	000349	3576691
067	000349	3576923
067	000349	3577301
067	000349	3577889
067	000349	3577921
067	000349	3578135
067	000349	3579760
067	000349	3584869
067	000349	3585635
067	000349	3589520
067	000349	3590122
067	000349	3590817
067	000349	3590874
067	000349	3590999
067	000349	3591088
067	000349	3592532
067	000349	3598661
067	000349	3598679
067	000349	3598687
067	000349	3598711
067	000349	3598737
067	000349	3602414
067	000349	3602786
067	000349	3606951
067	000349	3608353
067	000349	3608361
067	000349	3608403
067	000349	3609443
067	000349	3609450
067	000349	3611712
067	000349	3613296
067	000349	3613304
067	000349	3616331
067	000349	3616356
067	000349	3616372
067	000349	3616380
067	000349	3616455
067	000349	3616463
067	000349	3616497
067	000349	3616539
067	000349	3616570
067	000349	3616620
067	000349	3616679
067	000349	3617354
067	000349	3617875
067	000349	3618998
067	000349	3620168
067	000349	3620192
067	000349	3620218
067	000349	3626520
067	000349	3628104
067	000349	3629235
067	000349	3629433
067	000349	3629920
067	000349	3630720
067	000349	3633674
067	000349	3635513
067	000349	3636727
067	000349	3637055
067	000349	3637337
067	000349	3637345
067	000349	3637394
067	000349	3637527
067	000349	3637535
067	000349	3637568
067	000349	3637592
067	000349	3637600
067	000349	3637618
067	000349	3637659
067	000349	3637667
067	000349	3637980
067	000349	3637998
067	000349	3638004
067	000349	3638012
067	000349	3638020
067	000349	3638038
067	000349	3638822
067	000349	3639143
067	000349	3646270
067	000349	3646650
067	000349	3646932
067	000349	3648748
067	000349	3649746
067	000349	3649753
067	000349	3649761
067	000349	3649779
067	000349	3650819
067	000349	3650900
067	000349	3651031
067	000349	3651767
067	000349	3652120
067	000349	3653540
067	000349	3655693
067	000349	3655743
067	000349	3655925
067	000349	3658663
067	000349	3658689
067	000349	3658705
067	000349	3660347
067	000349	3663507
067	000349	3664646
067	000349	3669603
067	000349	3669611
067	000349	3674942
067	000349	3675915
067	000349	3676632
067	000349	3676640
067	000349	3677903
067	000349	3677911
067	000349	3678893
067	000349	3685542
067	000349	3686284
067	000349	3689239
067	000349	3689346
067	000349	3689510
067	000349	3691110
067	000349	3691524
067	000349	3691714
067	000349	3691755
067	000349	3691888
067	000349	3691979
067	000349	3692134
067	000349	3692316
067	000349	3692506
067	000349	3693280
067	000349	3694452
067	000349	3695160
067	000349	3695574
067	000349	3695988
067	000349	3698024
067	000349	3700614
067	000349	3704525
067	000349	3705985
067	000349	3710472
067	000349	3710696
067	000349	3711389
067	000349	3712494
067	000349	3712585
067	000349	3712650
067	000349	3712668
067	000349	3712783
067	000349	3712999
067	000349	3713039
067	000349	3713054
067	000349	3713591
067	000349	3714102
067	000349	3714136
067	000349	3714896
067	000349	3714904
067	000349	3714912
067	000349	3715679
067	000349	3716537
067	000349	3716610
067	000349	3716701
067	000349	3716750
067	000349	3717188
067	000349	3717279
067	000349	3717568
067	000349	3718632
067	000349	3721115
067	000349	3723111
067	000349	3723129
067	000349	3723681
067	000349	3724580
067	000349	3724689
067	000349	3724879
067	000349	3725363
067	000349	3725967
067	000349	3726247
067	000349	3727112
067	000349	3727443
067	000349	3727500
067	000349	3727526
067	000349	3727542
067	000349	3730249
067	000349	3731536
067	000349	3733086
067	000349	3733144
067	000349	3733219
067	000349	3733318
067	000349	3733631
067	000349	3733649
067	000349	3737541
067	000349	3739240
067	000349	3741113
067	000349	3744935
067	000349	3745932
067	000349	3746104
067	000349	3746120
067	000349	3746146
067	000349	3746153
067	000349	3746161
067	000349	3746179
067	000349	3746211
067	000349	3746245
067	000349	3746302
067	000349	3746310
067	000349	3746328
067	000349	3746401
067	000349	3746476
067	000349	3746484
067	000349	3746617
067	000349	3746724
067	000349	3746831
067	000349	3746880
067	000349	3746898
067	000349	3747508
067	000349	3747532
067	000349	3748076
067	000349	3748753
067	000349	3748795
067	000349	3748811
067	000349	3748894
067	000349	3748902
067	000349	3750817
067	000349	3754793
067	000349	3758752
067	000349	3758844
067	000349	3760691
067	000349	3760865
067	000349	3763257
067	000349	3765393
067	000349	3766524
067	000349	3767662
067	000349	3768504
067	000349	3768561
067	000349	3769130
067	000349	3769353
067	000349	3771151
067	000349	3773629
067	000349	3778925
067	000349	3781465
067	000349	3781648
067	000349	3781846
067	000349	3781861
067	000349	3781945
067	000349	3781986
067	000349	3781994
067	000349	3782034
067	000349	3782059
067	000349	3782737
067	000349	3783339
067	000349	3784865
067	000349	3789567
067	000349	3791274
067	000349	3797503
067	000349	3798030
067	000349	3801867
067	000349	3802121
067	000349	3802147
067	000349	3803707
067	000349	3814852
067	000349	3815602
067	000349	3815610
067	000349	3815958
067	000349	3816444
067	000349	3817442
067	000349	3817590
067	000349	3825775
067	000349	3827854
067	000349	3831153
067	000349	3831542
067	000349	3834629
067	000349	3834728
067	000349	3836517
067	000349	3836574
067	000349	3836632
067	000349	3836640
067	000349	3836657
067	000349	3836939
067	000349	3836962
067	000349	3837036
067	000349	3837093
067	000349	3837135
067	000349	3837168
067	000349	3837176
067	000349	3837192
067	000349	3843000
067	000349	3844222
067	000349	3844453
067	000349	3846664
067	000349	3847670
067	000349	3848363
067	000349	3848447
067	000349	3850419
067	000349	3850690
067	000349	3851813
067	000349	3853223
067	000349	3855046
067	000349	3855061
067	000349	3855343
067	000349	3856481
067	000349	3856507
067	000349	3856655
067	000349	3858461
067	000349	3860368
067	000349	3860442
067	000349	3860905
067	000349	3862877
067	000349	3862885
067	000349	3862893
067	000349	3864006
067	000349	3864014
067	000349	3864030
067	000349	3865649
067	000349	3865730
067	000349	3865888
067	000349	3865896
067	000349	3866647
067	000349	3866894
067	000349	3869203
067	000349	3869435
067	000349	3869450
067	000349	3869492
067	000349	3869526
067	000349	3869823
067	000349	3870326
067	000349	3870771
067	000349	3870789
067	000349	3870797
067	000349	3870805
067	000349	3870839
067	000349	3870904
067	000349	3871712
067	000349	3871746
067	000349	3871936
067	000349	3872645
067	000349	3872652
067	000349	3875333
067	000349	3875960
067	000349	3878402
067	000349	3878410
067	000349	3879426
067	000349	3879434
067	000349	3879459
067	000349	3879723
067	000349	3879822
067	000349	3879962
067	000349	3879988
067	000349	3880622
067	000349	3881182
067	000349	3881331
067	000349	3881364
067	000349	3881463
067	000349	3881505
067	000349	3881539
067	000349	3881554
067	000349	3885787
067	000349	3886074
067	000349	3886116
067	000349	3886132
067	000349	3886199
067	000349	3886231
067	000349	3886348
067	000349	3886355
067	000349	3887940
067	000349	3889565
067	000349	3890845
067	000349	3890969
067	000349	3891132
067	000349	3891348
067	000349	3891710
067	000349	3891918
067	000349	3892692
067	000349	3893013
067	000349	3894300
067	000349	3894722
067	000349	3895299
067	000349	3895315
067	000349	3895570
067	000349	3895729
067	000349	3895745
067	000349	3896180
067	000349	3896594
067	000349	3900024
067	000349	3901550
067	000349	3902061
067	000349	3902111
067	000349	3902640
067	000349	3903853
067	000349	3904497
067	000349	3904638
067	000349	3908639
067	000349	3909066
067	000349	3910262
067	000349	3910320
067	000349	3910544
067	000349	3912128
067	000349	3913001
067	000349	3913357
067	000349	3913399
067	000349	3913431
067	000349	3913563
067	000349	3913878
067	000349	3916418
067	000349	3916772
067	000349	3916954
067	000349	3916962
067	000349	3917275
067	000349	3917283
067	000349	3917309
067	000349	3918158
067	000349	3921921
067	000349	3922119
067	000349	3922317
067	000349	3922648
067	000349	3922986
067	000349	3923661
067	000349	3925278
067	000349	3925948
067	000349	3927233
067	000349	3927795
067	000349	3927852
067	000349	3928256
067	000349	3928819
067	000349	3932415
067	000349	3932837
067	000349	3934957
067	000349	3941432
067	000349	3944410
067	000349	3946266
067	000349	3946696
067	000349	3947967
067	000349	3948627
067	000349	3952769
067	000349	3955382
067	000349	3956786
067	000349	3959129
067	000349	3959160
067	000349	3959194
067	000349	3959228
067	000349	3959277
067	000349	3959293
067	000349	3959327
067	000349	3959335
067	000349	3959871
067	000349	3960010
067	000349	3960309
067	000349	3960325
067	000349	3960333
067	000349	3960358
067	000349	3960366
067	000349	3960390
067	000349	3960408
067	000349	3960564
067	000349	3960606
067	000349	3962099
067	000349	3962156
067	000349	3963733
067	000349	3963840
067	000349	3963931
067	000349	3963956
067	000349	3964095
067	000349	3964459
067	000349	3964624
067	000349	3964640
067	000349	3964715
067	000349	3964723
067	000349	3964905
067	000349	3964939
067	000349	3966058
067	000349	3970621
067	000349	3970845
067	000349	3970878
067	000349	3971207
067	000349	3971223
067	000349	3971843
067	000349	3972056
067	000349	3972262
067	000349	3972338
067	000349	3976396
067	000349	3976404
067	000349	3979960
067	000349	3980638
067	000349	3980927
067	000349	3982105
067	000349	3982246
067	000349	3982253
067	000349	3982345
067	000349	3982352
067	000349	3984283
067	000349	3984333
067	000349	3985041
067	000349	3985116
067	000349	3987468
067	000349	3992823
067	000349	3993193
067	000349	3994027
067	000349	3994571
067	000349	3994803
067	000349	3997566
067	000349	3998598
067	000349	4000048
067	000349	4000360
067	000349	4000527
067	000349	4000550
067	000349	4000592
067	000349	4000618
067	000349	4000683
067	000349	4000824
067	000349	4000873
067	000349	4001368
067	000349	4001418
067	000349	4001616
067	000349	4001921
067	000349	4001947
067	000349	4002010
067	000349	4002325
067	000349	4002374
067	000349	4002390
067	000349	4002408
067	000349	4002416
067	000349	4002432
067	000349	4002457
067	000349	4002465
067	000349	4002473
067	000349	4002499
067	000349	4002507
067	000349	4002523
067	000349	4002531
067	000349	4002549
067	000349	4002978
067	000349	4002986
067	000349	4002994
067	000349	4003042
067	000349	4003091
067	000349	4003190
067	000349	4003216
067	000349	4003232
067	000349	4003455
067	000349	4003463
067	000349	4003489
067	000349	4003513
067	000349	4003570
067	000349	4003596
067	000349	4003604
067	000349	4003646
067	000349	4003679
067	000349	4003687
067	000349	4003729
067	000349	4003745
067	000349	4003752
067	000349	4003786
067	000349	4003794
067	000349	4003851
067	000349	4003869
067	000349	4003885
067	000349	4004008
067	000349	4004016
067	000349	4004032
067	000349	4004065
067	000349	4004081
067	000349	4004164
067	000349	4004180
067	000349	4004198
067	000349	4004222
067	000349	4004438
067	000349	4004776
067	000349	4005096
067	000349	4005286
067	000349	4005294
067	000349	4005302
067	000349	4005310
067	000349	4005336
067	000349	4005450
067	000349	4005526
067	000349	4005534
067	000349	4005542
067	000349	4005559
067	000349	4005567
067	000349	4005583
067	000349	4005617
067	000349	4005765
067	000349	4005773
067	000349	4005781
067	000349	4005799
067	000349	4005849
067	000349	4005856
067	000349	4005864
067	000349	4005898
067	000349	4005914
067	000349	4005922
067	000349	4005948
067	000349	4005955
067	000349	4005963
067	000349	4005989
067	000349	4005997
067	000349	4006037
067	000349	4006045
067	000349	4006086
067	000349	4006136
067	000349	4006326
067	000349	4006367
067	000349	4006417
067	000349	4006441
067	000349	4006482
067	000349	4006540
067	000349	4006565
067	000349	4006649
067	000349	4006748
067	000349	4006797
067	000349	4006805
067	000349	4006821
067	000349	4006847
067	000349	4006862
067	000349	4006987
067	000349	4007092
067	000349	4007258
067	000349	4007266
067	000349	4007407
067	000349	4007498
067	000349	4007522
067	000349	4007530
067	000349	4007571
067	000349	4007597
067	000349	4007621
067	000349	4007639
067	000349	4007738
067	000349	4007811
067	000349	4007837
067	000349	4007852
067	000349	4007860
067	000349	4007886
067	000349	4007894
067	000349	4007910
067	000349	4007928
067	000349	4007969
067	000349	4008009
067	000349	4008041
067	000349	4008090
067	000349	4008116
067	000349	4008215
067	000349	4008306
067	000349	4008322
067	000349	4008348
067	000349	4008405
067	000349	4008413
067	000349	4008439
067	000349	4008454
067	000349	4008462
067	000349	4008512
067	000349	4008538
067	000349	4008587
067	000349	4008652
067	000349	4008769
067	000349	4008777
067	000349	4008827
067	000349	4008835
067	000349	4008843
067	000349	4008918
067	000349	4008975
067	000349	4009023
067	000349	4009155
067	000349	4009189
067	000349	4009197
067	000349	4009320
067	000349	4009411
067	000349	4009551
067	000349	4009577
067	000349	4009601
067	000349	4009890
067	000349	4009908
067	000349	4009932
067	000349	4010153
067	000349	4010161
067	000349	4010179
067	000349	4010195
067	000349	4010211
067	000349	4010245
067	000349	4010252
067	000349	4010278
067	000349	4010310
067	000349	4010344
067	000349	4010351
067	000349	4010393
067	000349	4010419
067	000349	4010443
067	000349	4010450
067	000349	4010476
067	000349	4010658
067	000349	4010757
067	000349	4010765
067	000349	4010799
067	000349	4010807
067	000349	4010815
067	000349	4010872
067	000349	4010898
067	000349	4010922
067	000349	4010930
067	000349	4011011
067	000349	4011037
067	000349	4011052
067	000349	4011078
067	000349	4011102
067	000349	4011110
067	000349	4011359
067	000349	4011383
067	000349	4011409
067	000349	4011920
067	000349	4011946
067	000349	4012340
067	000349	4012373
067	000349	4012407
067	000349	4012423
067	000349	4012472
067	000349	4012480
067	000349	4012522
067	000349	4012563
067	000349	4012621
067	000349	4012654
067	000349	4013041
067	000349	4013066
067	000349	4013108
067	000349	4013140
067	000349	4013165
067	000349	4014205
067	000349	4014304
067	000349	4014353
067	000349	4014387
067	000349	4014395
067	000349	4014403
067	000349	4014460
067	000349	4014494
067	000349	4014577
067	000349	4014585
067	000349	4014627
067	000349	4014643
067	000349	4014684
067	000349	4014775
067	000349	4014973
067	000349	4015004
067	000349	4015095
067	000349	4015137
067	000349	4015152
067	000349	4015160
067	000349	4015285
067	000349	4015343
067	000349	4015434
067	000349	4015533
067	000349	4015665
067	000349	4015699
067	000349	4015756
067	000349	4015822
067	000349	4016663
067	000349	4016713
067	000349	4016747
067	000349	4016762
067	000349	4017406
067	000349	4017414
067	000349	4017455
067	000349	4017463
067	000349	4017471
067	000349	4017521
067	000349	4017547
067	000349	4017661
067	000349	4017711
067	000349	4017729
067	000349	4017737
067	000349	4017745
067	000349	4017752
067	000349	4017760
067	000349	4017893
067	000349	4017919
067	000349	4017927
067	000349	4017935
067	000349	4017943
067	000349	4017976
067	000349	4017984
067	000349	4018024
067	000349	4018032
067	000349	4018065
