P_SyscoID	P_Sys_Opco	P_SyscoProdID0	P_SyscoProdID1	P_SyscoProdID2	P_SyscoProdID3	P_SyscoProdID4	P_SyscoProdID5	P_SyscoProdID6	P_SyscoProdID7	P_SyscoProdID8	P_SyscoProdID9	P_SyscoProdID10	P_SyscoProdID11	P_SyscoProdID12	P_SyscoProdID13	P_SyscoProdID14	P_SyscoProdID15	P_SyscoProdID16	P_SyscoProdID17	P_SyscoProdID18	P_SyscoProdID19	P_SyscoProdID20	P_SyscoProdID21	P_SyscoProdID22	P_SyscoProdID23	P_SyscoProdID24	P_SyscoProdID25	P_SyscoProdID26	P_SyscoProdID27	P_SyscoProdID28	P_SyscoProdID29
283028	067	9099698	9102534	9112129	9112160	9112475	9112491	9112509	9112533	9112541	9112566	9112608	9112616	9112673	9112699	9112723	9112764	9112772	9112947	9114182	9114208	9114257	9114372	9114513	9114521	9114570	9114604	9114646	9118233	9118464	9118613
283069	067	9119207	9119355	9122128	9123803	9125931	9127358	9127515	9128422	9149394	9149766	9150434	9150673	9153982	9156746	9157116	9158197	9165655	9166745	9166919	9167099	9167107	9174145	9175241	9175563	9176975	9178005	9178195	9180605	9181991	9183039
283200	067	9184698	9185679	9186982	9187048	9187063	9187071	9187220	9187790	9189309	9189911	9190075	9190430	9190554	9190620	9190646	9190653	9190729	9190737	9190760	9190786	9190802	9191412	9194333	9196569	9197146	9197179	9197401	9197450	9197492	9198508
283218	067	9198565	9198573	9199159	9199688	9199795	9201518	9201815	9201831	9206467	9208984	9215013	9215575	9218314	9219510	9219833	9220013	9221052	9221151	9221185	9223033	9223066	9224379	9224932	9225285	9225913	9227141	9227232	9227414	9227729	9228180
283556	067	9228610	9229899	9231325	9232265	9233107	9234246	9236563	9236738	9236936	9238189	9238395	9238791	9239708	9240193	9240219	9240730	9240995	9241282	9241316	9241332	9241522	9241647	9241704	9242082	9242538	9242694	9245077	9245440	9248303	9248337
283655	067	9248352	9248410	9249889	9250903	9254434	9254830	9255340	9257361	9261504	9263195	9263211	9263229	9263252	9265737	9265844	9265851	9265869	9265877	9266230	9266248	9267642	9267816	9268079	9268558	9269267	9269861	9270125	9270174	9270299	9272246
283853	067	9272725	9272972	9277021	9278136	9281908	9281999	9283219	9286956	9287681	9290099	9295114	9303371	9305038	9307786	9309675	9309766	9309824	9309915	9309998	9310004	9310566	9312596	9312729	9312927	9314915	9318007	9320904	9323155	9323189	9325945
283911	067	9325994	9326166	9326174	9326182	9326190	9326240	9326299	9326315	9330432	9333329	9333444	9333493	9333519	9333535	9336959	9338427	9343625	9344425	9347881	9353152	9355819	9356320	9356452	9357971	9359928	9360272	9360280	9360363	9360371	9360389
283960	067	9360454	9360579	9360595	9360744	9360785	9360793	9361635	9364449	9366311	9367657	9367665	9371386	9373127	9377060	9377078	9377102	9377144	9377169	9377946	9379710	9380361	9380940	9386418	9386632	9388117	9392820	9393851	9394420	9397266	9398868
284331	067	9400466	9400524	9400557	9401977	9402082	9402116	9402280	9403130	9403874	9407057	9407263	9407792	9412990	9415688	9415779	9415985	9417239	9417817	9417858	9420530	9423245	9426602	9428103	9429093	9430570	9430588	9431297	9431743	9431750	9434796
284448	067	9435033	9438581	9440330	9440348	9442005	9443748	9443961	9444001	9444159	9445941	9446212	9446378	9446493	9447285	9447491	9448143	9449000	9450891	9455999	9459926	9460304	9461013	9461393	9462060	9465808	9466327	9467028	9467101	9467572	9470873
284596	067	9471186	9475591	9476318	9476334	9478199	9484445	9484452	9484460	9484544	9485004	9485046	9485087	9485103	9485137	9485194	9485590	9485608	9485616	9485764	9486309	9486325	9486408	9486655	9486788	9486820	9486937	9486986	9487026	9487083	9487109
284679	067	9487117	9487133	9487141	9487174	9487232	9487240	9487299	9487877	9488958	9489014	9491010	9492935	9493222	9493537	9498221	9500075	9500083	9500281	9500356	9500729	9500752	9502006	9507336	9507815	9510280	9514092	9514209	9515107	9515974	9516014
284745	067	9516907	9516923	9517350	9517707	9517715	9517723	9517921	9522319	9522335	9522384	9522814	9522822	9522830	9522855	9523879	9523952	9523986	9524240	9525049	9525064	9527037	9532862	9532979	9534736	9534819	9535014	9539081	9541772	9543513	9544818
284760	067	9545047	9546771	9546797	9546888	9547217	9547316	9547894	9547928	9547985	9548009	9548025	9548033	9548082	9548116	9548140	9548165	9548934	9548942	9549379	9550666	9550674	9551912	9552878	9555418	9556002	9557141	9560343	9561945	9562844	9562877
284802	067	9562885	9565375	9565383	9565391	9569120	9569310	9569369	9573429	9577214	9577461	9577628	9579368	9581976	9582917	9583717	9583725	9584707	9584855	9586686	9586835	9588823	9591389	9592114	9592288	9594185	9594193	9595711	9595919	9596180	9596321
285098	067	9596370	9596503	9597212	9597238	9599028	9600602	9602269	9602277	9610585	9610767	9611088	9611195	9611674	9611716	9611740	9613316	9613506	9614769	9614850	9614868	9617218	9620634	9624305	9624933	9624958	9625989	9627688	9627738	9627761	9632183
285833	067	9634122	9637851	9638735	9638891	9638909	9638925	9647223	9648429	9648502	9648619	9649443	9651027	9651050	9651282	9656117	9659251	9665894	9666942	9669060	9669136	9669300	9671058	9673351	9673922	9674177	9674235	9675125	9676222	9676701	9677089
286088	067	9682667	9683509	9684523	9685124	9685413	9685421	9685439	9687070	9687112	9687278	9687864	9688177	9689258	9689449	9689688	9691197	9692591	9692633	9692914	9692989	9694969	9695560	9696949	9698689	9698697	9700824	9701939	9701988	9704917	9704974
286146	067	9705401	9705997	9708496	9708660	9708751	9710740	9711722	9713116	9713611	9714213	9714478	9715327	9717349	9717562	9719105	9719451	9719485	9725698	9727801	9727835	9728577	9728585	9728791	9729377	9729831	9729856	9729864	9731597	9733973	9736083
286161	067	9736257	9737826	9737982	9738568	9739319	9740978	9748781	9750829	9750993	9751231	9751272	9751827	9752577	9752684	9756594	9756834	9758442	9758954	9760778	9761685	9762089	9762097	9765561	9765611	9768524	9769407	9771627	9771635	9771668	9771775
286294	067	9772831	9772849	9773045	9773052	9773060	9778614	9781717	9781725	9782913	9786286	9786328	9786377	9786484	9786542	9786641	9787284	9788373	9793043	9794108	9794116	9794124	9795576	9795600	9796871	9799040	9799107	9800103	9800988	9801002	9801077
286526	067	9801432	9801887	9803602	9804477	9804576	9806415	9806423	9806449	9806456	9806472	9806480	9806498	9808262	9810102	9813106	9813726	9813742	9813932	9814013	9814021	9814583	9815101	9815580	9818709	9819996	9821620	9822198	9822750	9822859	9822867
286708	067	9823006	9823022	9823030	9823048	9823055	9823063	9823071	9823089	9823220	9823436	9823444	9823451	9823469	9823477	9823485	9823501	9825621	9825712	9826470	9828989	9828997	9829003	9829011	9829029	9829037	9829052	9829284	9829409	9829557	9829565
286740	067	9829573	9829581	9829599	9829607	9829615	9829748	9830613	9830621	9830688	9830696	9830704	9830712	9830795	9830803	9830811	9830829	9830837	9830902	9830910	9832288	9838897	9838962	9840125	9843012	9844366	9844408	9844416	9846122	9846585	9854852
287086	067	9855180	9867326	9869108	9869256	9869330	9869355	9879982	9880022	9880063	9880162	9880170	9883323	9888025	9888066	9888389	9888397	9889494	9889890	9889908	9894825	9896101	9896648	9896663	9896671	9898040	9902925	9903063	9903360	9903568	9903576
287300	067	9903600	9903618	9903709	9904053	9904061	9904079	9904103	9904111	9904129	9904137	9904202	9904285	9904301	9904319	9904327	9904442	9904459	9904467	9905605	9907999	9908005	9909086	9909854	9910266	9910282	9910381	9910712	9910720	9911132	9912114
287540	067	9913765	9915299	9916388	9917873	9917907	9918608	9918848	9919440	9919457	9919531	9919663	9920075	9920117	9920133	9922485	9922535	9922550	9922568	9922576	9922592	9922618	9923202	9924416	9924432	9924440	9924515	9924523	9924549	9924556	9924572
287706	067	9924580	9926163	9926205	9926411	9927898	9928052	9929506	9931510	9933037	9933052	9933581	9933987	9934068	9936014	9936139	9936170	9936451	9936717	9937822	9937830	9938010	9938259	9939893	9940685	9940693	9942673	9943580	9943945	9949397	9951195
287854	067	9956285	9956319	9956822	9956830	9956855	9957143	9958943	9959354	9960329	9961012	9961244	9961251	9961574	9961590	9961897	9962291	9962788	9962796	9963133	9963166	9964859	9964891	9964909	9964917	9964925	9965096	9965104	9965211	9965344	9965518
288357	067	9966136	9966474	9966649	9966664	9966672	9966763	9966771	9966813	9966888	9967159	9967423	9967449	9968751	9968868	9969015	9969361	9969650	9969965	9970104	9970302	9970328	9970344	9970435	9970542	9970559	9970575	9970609	9970625	9970864	9970880
288738	067	9971565	9971755	9971789	9971797	9971805	9971821	9971839	9971847	9971854	9971862	9971870	9971904	9971920	9971938	9971946	9971995	9972001	9972068	9972183	9972746	9974171	9974593	9974635	9974643	9974668	9974676	9974932	9974940	9975137	9975145
288936	067	0012195	0017277	0026666	0027714	0029033	0029231	0030627	0031062	0031070	0031542	0038521	0042051	0045997	0046730	0050005	0050351	0051466	0052357	0056416	0056556	0058149	0058172	0058255	0058354	0058404	0058511	0059089	0059204	0059238	0059246
289371	067	0059345	0059428	0059451	0059493	0059519	0062869	0063180	0063214	0066803	0066993	0067124	0068882	0068924	0068932	0068940	0070268	0072116	0072157	0072744	0072777	0072785	0072819	0072827	0072918	0073056	0073064	0073080	0073106	0073155	0073387
289413	067	0075317	0076448	0076620	0077925	0077966	0078030	0078071	0078113	0078923	0079095	0081349	0082628	0082644	0084616	0086652	0087320	0088153	0088294	0088450	0088484	0092429	0099804	0099895	0100370	0100412	0100560	0100586	0100628	0100669	0100677
289520	067	0100743	0100750	0100768	0101501	0101543	0101592	0101626	0101642	0101667	0101675	0101709	0101717	0101725	0102004	0102020	0102194	0102756	0103366	0104059	0104497	0104505	0104521	0105510	0106369	0108688	0109843	0109876	0109884	0109975	0110759
289850	067	0110783	0111344	0111633	0111666	0113704	0114025	0114421	0115428	0118018	0119578	0123034	0124529	0124636	0124677	0128280	0132639	0133421	0134122	0134304	0138818	0138834	0146993	0152199	0152710	0153585	0154054	0154138	0154146	0155531	0156828
290023	067	0160689	0161422	0167767	0173153	0180281	0205419	0206235	0211888	0220079	0227819	0229112	0230995	0231316	0231472	0231548	0231613	0231654	0233197	0233585	0237552	0245167	0255901	0257857	0258863	0265983	0267153	0267666	0269704	0271791	0271809
290106	067	0276055	0283309	0293076	0293092	0293142	0293183	0294579	0295659	0295691	0295899	0308833	0310474	0313205	0316836	0319756	0325530	0328393	0331843	0333039	0333054	0333138	0333450	0336362	0340661	0345942	0347112	0347955	0350322	0350330	0352310
290239	067	0353086	0353342	0364869	0364927	0367409	0368332	0374173	0374736	0375394	0375915	0376749	0377242	0377424	0377911	0378588	0378877	0381996	0382820	0386078	0387548	0387639	0402107	0405969	0410639	0415240	0419259	0420778	0424457	0424564	0424606
290379	067	0424648	0424887	0425025	0425389	0425751	0426866	0426874	0427757	0427765	0429555	0432666	0441279	0444497	0452805	0453431	0453746	0454033	0461756	0469544	0470575	0473660	0474692	0477448	0477513	0477604	0480574	0486357	0488171	0491258	0491365
290957	067	0491613	0491878	0491902	0491951	0496794	0515494	0522862	0523449	0524017	0524843	0524850	0528729	0550541	0551994	0552331	0571505	0582551	0583377	0583385	0585091	0585224	0587576	0587840	0589820	0599803	0600668	0601724	0608067	0613810	0617183
291518	067	0618579	0633735	0633990	0638973	0639880	0644799	0644948	0645150	0652297	0652305	0654459	0655902	0655936	0655944	0656025	0656082	0656140	0656181	0656199	0659185	0661587	0661751	0666529	0666842	0668715	0669457	0670018	0676627	0679142	0679282
291906	067	0679290	0682591	0684936	0689539	0694125	0694547	0694638	0694661	0694679	0694778	0695734	0695767	0698159	0698191	0698639	0700898	0700922	0704742	0712125	0713305	0713461	0713578	0716191	0716589	0718361	0720763	0721613	0723056	0723338	0724856
291914	067	0725481	0725648	0728295	0729079	0745554	0745620	0745646	0746123	0747717	0749788	0749853	0751180	0753665	0753707	0754218	0755199	0755488	0755785	0757575	0758615	0761940	0763482	0766691	0767830	0768390	0768705	0768853	0774992	0775973	0776310
293191	067	0778209	0778217	0778886	0779330	0779694	0779991	0780130	0780411	0781179	0781609	0783225	0784140	0794818	0796052	0798314	0803064	0804385	0804906	0806661	0807958	0808063	0808121	0809939	0816215	0817833	0817858	0818013	0820142	0823252	0823260
293266	067	0823500	0823575	0823716	0823765	0825034	0826917	0827691	0830018	0830745	0832972	0833012	0833475	0833509	0833640	0833871	0833889	0833897	0834697	0835504	0836213	0836494	0838805	0838896	0842625	0845388	0846022	0846402	0846469	0847756	0847962
293357	067	0848234	0848259	0849737	0850206	0850487	0851147	0855296	0855700	0855734	0860080	0863431	0864363	0865949	0867325	0867895	0867960	0868141	0868430	0868620	0868638	0871475	0871715	0871764	0871848	0871962	0872036	0872044	0872127	0875567	0893719
293407	067	0896654	0898163	0898171	0898189	0899831	0906818	0907519	0915132	0915157	0916072	0916395	0916429	0916437	0916890	0917039	0917070	0917237	0917989	0920397	0924761	0926071	0927582	0927616	0927632	0927681	0927723	0927749	0927772	0927806	0927814
293449	067	0927905	0927913	0927921	0927939	0928077	0928127	0928143	0929901	0930412	0930628	0930636	0930669	0930727	0931691	0933218	0933267	0933382	0934679	0935072	0937391	0939793	0940288	0940403	0944918	0945253	0947267	0950857	0951178	0954131	0954149
293670	067	0954156	0955054	0962803	0963793	0966317	0966424	0966432	0966440	0966457	0966754	0970293	0971309	0973693	0974261	0982504	0982561	0982801	0983387	0983742	0984047	0984401	0990614	0993444	0993501	0997288	0999318	0999391	1000256	1000280	1000306
293878	067	1000314	1000371	1000454	1000694	1002310	1002328	1002351	1002377	1002724	1002864	1002997	1003656	1003664	1003797	1004233	1004449	1004639	1005172	1005826	1005867	1005875	1005883	1005909	1005933	1006410	1006691	1006725	1006733	1006824	1007251
293928	067	1007285	1007293	1007335	1007343	1007350	1007368	1007384	1007483	1007491	1007509	1007517	1007566	1007574	1007848	1007871	1007897	1007921	1007954	1007970	1008010	1008036	1008051	1008119	1008135	1008168	1008200	1008283	1008374	1008416	1008432
294199	067	1008465	1008473	1008481	1008499	1008507	1008515	1008580	1008598	1008630	1008648	1008655	1008663	1008697	1008739	1008770	1008846	1008861	1008978	1008986	1008994	1009018	1009141	1009588	1009703	1009711	1009729	1009943	1009968	1009984	1010024
294280	067	1010206	1010313	1010370	1010412	1010420	1010438	1010693	1011485	1011576	1011600	1011659	1011667	1011683	1011790	1011865	1012236	1012285	1012327	1012335	1012350	1012491	1012509	1012608	1012699	1012749	1012806	1013242	1013267	1013556	1013689
294801	067	1013820	1013978	1013986	1014430	1014521	1014547	1014620	1014653	1014711	1014778	1014786	1014794	1014844	1014877	1014885	1015569	1015593	1015916	1016542	1016633	1016849	1016864	1017086	1017094	1017102	1017144	1017219	1017250	1017342	1017391
294983	067	1017508	1017532	1017649	1017730	1017748	1017987	1018001	1018712	1019165	1019850	1019876	1019918	1020304	1020320	1020346	1020361	1020544	1020577	1020585	1020718	1020734	1020783	1020825	1020841	1020874	1020965	1020981	1021013	1021088	1021518
295105	067	1021815	1021831	1021856	1021872	1021989	1022128	1024009	1024017	1024025	1024173	1024231	1024306	1024348	1024355	1024363	1024454	1024827	1025139	1025162	1025196	1025295	1025311	1025337	1025352	1025873	1025881	1025923	1026483	1026731	1026756
295436	067	1026772	1026996	1027218	1027267	1027614	1027622	1027630	1027648	1027671	1027689	1027721	1027739	1027762	1027820	1028091	1028109	1028299	1028315	1028323	1028349	1028521	1028901	1028919	1028927	1029719	1029735	1030006	1030188	1031251	1031269
295659	067	1031293	1031327	1031749	1031913	1031970	1032143	1032820	1033224	1033976	1034222	1034578	1034594	1034842	1035690	1035716	1037175	1037290	1037316	1037498	1037514	1038421	1038660	1038678	1039296	1039411	1039494	1039601	1039619	1041045	1041086
295824	067	1041680	1041698	1041813	1041847	1042225	1042936	1042985	1043108	1043165	1043256	1043793	1043801	1044049	1044106	1044213	1044502	1044775	1045061	1045228	1045541	1046218	1046457	1046465	1046515	1046770	1046820	1048115	1048172	1048313	1048461
296012	067	1048909	1048925	1049014	1049774	1049865	1050053	1050194	1050772	1051366	1051374	1051390	1051408	1051697	1052059	1052984	1053248	1053735	1053826	1054105	1054618	1054907	1055045	1055417	1055508	1055854	1056373	1056878	1057017	1057983	1058528
296186	067	1058692	1058742	1058759	1059013	1059310	1060433	1060953	1061191	1061415	1061423	1061530	1061555	1061670	1061704	1061803	1062256	1064922	1066174	1067412	1068337	1069459	1069731	1069913	1070218	1070499	1070754	1071463	1072065	1072156	1072230
296368	067	1072909	1073014	1073048	1073360	1073485	1073584	1073592	1073832	1074384	1074509	1074707	1074723	1074905	1076322	1076421	1077197	1078583	1078856	1078864	1079326	1079334	1079383	1080217	1080399	1080886	1081363	1081959	1082072	1082940	1083245
296467	067	1083294	1083302	1083310	1083492	1084896	1085000	1085612	1085885	1086313	1086370	1086461	1086503	1086529	1086917	1087162	1087311	1088848	1089093	1089176	1089226	1089333	1089606	1092204	1092683	1093426	1093699	1093822	1094655	1094663	1094697
296616	067	1094721	1094747	1095785	1096130	1097815	1098516	1098706	1099704	1099779	1100965	1101062	1101112	1101120	1101146	1101377	1101492	1101583	1101732	1102995	1103845	1104041	1104843	1105386	1106020	1106038	1106129	1106442	1106756	1106764	1107150
296871	067	1107465	1108422	1110840	1110873	1111913	1112549	1112606	1112952	1113729	1114016	1114719	1114818	1114990	1115062	1116672	1116797	1116995	1117050	1118348	1121169	1123371	1125012	1126655	1129394	1129535	1129568	1131234	1131648	1131861	1131903
296913	067	1131960	1131986	1131994	1132018	1133073	1133636	1135391	1135771	1137371	1137389	1137702	1137728	1137736	1141084	1141159	1141183	1141282	1141332	1142082	1142678	1142694	1142967	1143098	1143106	1145036	1145101	1147958	1148337	1148881	1149178
296921	067	1149186	1149541	1149616	1149624	1151422	1151448	1151570	1151588	1151612	1151679	1151844	1152008	1152123	1152263	1152297	1154616	1154731	1154921	1155324	1155332	1155415	1155662	1158542	1158815	1159383	1159508	1159946	1160621	1160704	1160720
296939	067	1160779	1161157	1163963	1164060	1164185	1164789	1164797	1165018	1167261	1167279	1167295	1167501	1167527	1167535	1167568	1167709	1167907	1168723	1169119	1169176	1169960	1170596	1171396	1171453	1172386	1173020	1173228	1173574	1173673	1175397
296947	067	1177559	1178094	1178326	1178516	1179076	1180355	1181536	1181577	1182120	1182195	1182203	1182211	1182229	1182237	1182336	1184084	1184134	1184860	1184886	1184910	1184951	1185024	1186253	1186618	1188804	1190198	1190669	1190677	1190727	1190735
296954	067	1191444	1191451	1191667	1191683	1191741	1191790	1191840	1193077	1193697	1193705	1195262	1196898	1200021	1203876	1204908	1205202	1205210	1205673	1205889	1206747	1207232	1207539	1209899	1210020	1210053	1210293	1210996	1211465	1211762	1212422
296962	067	1212638	1213040	1214519	1215847	1216159	1219369	1220193	1220367	1220581	1220599	1220995	1221118	1221654	1221720	1222884	1226083	1226745	1227008	1229657	1230101	1231018	1231323	1231760	1231943	1232222	1232396	1232875	1234731	1235464	1235498
296970	067	1236215	1237437	1237486	1237585	1238245	1238724	1238963	1239037	1239045	1239144	1239482	1239508	1239722	1239755	1239896	1239979	1240522	1240704	1240753	1240795	1240951	1240977	1241017	1241025	1241116	1241199	1241280	1241736	1242361	1242395
296988	067	1242460	1242700	1243310	1243724	1246479	1248020	1248947	1251610	1251628	1253715	1254192	1257161	1258417	1258425	1258441	1258961	1259530	1263508	1263615	1263623	1264282	1265156	1265537	1267715	1267749	1267756	1268366	1268887	1269497	1269554
296996	067	1270479	1271667	1275106	1276476	1276534	1276658	1277292	1278126	1280239	1281005	1281013	1281377	1282011	1282060	1282169	1282243	1282615	1282623	1283159	1283811	1284116	1284397	1284595	1284819	1284843	1284892	1285113	1286772	1286798	1287325
297002	067	1287341	1288265	1288315	1288638	1290550	1292275	1294784	1298223	1298264	1298330	1299882	1300219	1300391	1301571	1301662	1302603	1303643	1304716	1305259	1306877	1307248	1307511	1307933	1308113	1308121	1308139	1308154	1308162	1308568	1308659
297010	067	1312172	1312255	1316512	1317866	1319896	1320746	1321967	1322338	1322726	1323260	1323336	1324391	1324516	1324680	1324763	1324938	1325075	1325349	1326248	1327477	1330778	1332576	1332592	1332618	1332642	1333194	1333202	1333442	1333582	1333749
297028	067	1335389	1335710	1336122	1336411	1336957	1338128	1338144	1338482	1338748	1339282	1339944	1340892	1340926	1340942	1340959	1340967	1340991	1341023	1341080	1342690	1343144	1343227	1345206	1345644	1345651	1345669	1346279	1346501	1346691	1346881
297036	067	1347871	1348234	1348887	1348937	1348978	1349042	1349646	1349901	1350271	1350438	1350511	1350917	1351410	1352319	1352327	1353275	1355528	1356476	1357383	1357581	1357672	1357805	1357854	1358027	1358209	1358373	1358399	1358431	1358464	1358514
297044	067	1358522	1358555	1358639	1358753	1358787	1358860	1359363	1359371	1359405	1359413	1359454	1359496	1359553	1359892	1360254	1360437	1360759	1361179	1361708	1363407	1363985	1366509	1367663	1371772	1371954	1372549	1373414	1376805	1376862	1379494
297051	067	1381821	1382050	1382225	1384395	1385590	1386143	1386275	1388628	1390129	1390376	1390905	1391663	1391671	1392232	1394139	1394345	1394618	1395128	1395755	1398130	1398510	1399286	1399781	1400258	1400266	1403575	1403880	1403898	1405232	1405828
297077	067	1406891	1409036	1409929	1410075	1411552	1412360	1412667	1412808	1414598	1414697	1415355	1415637	1415710	1415793	1417179	1418193	1420835	1422435	1423607	1423797	1424738	1425982	1426733	1426790	1427665	1428994	1430214	1430834	1431717	1434026
297101	067	1434307	1434414	1434943	1435197	1435221	1435940	1437565	1437722	1438365	1440270	1441716	1441724	1442458	1442466	1442540	1442599	1443977	1444298	1444371	1444728	1444959	1446053	1446210	1448463	1448471	1448489	1448513	1448950	1449032	1449131
297499	067	1449537	1450204	1451038	1451111	1451368	1451467	1452291	1453190	1453653	1453661	1456771	1457027	1457100	1457134	1457829	1458595	1458710	1458967	1459189	1459544	1459908	1459973	1460013	1461003	1464098	1465301	1465574	1466333	1467281	1467968
298703	067	1468024	1468032	1468495	1469394	1469915	1469964	1469998	1470210	1470350	1471051	1471473	1471481	1471499	1471507	1473560	1473727	1474055	1474345	1474964	1474998	1475003	1475011	1475201	1475219	1475359	1476324	1476936	1478353	1478429	1478437
298968	067	1480037	1480474	1481332	1482579	1483635	1483718	1486463	1486562	1487628	1487677	1487917	1488022	1488436	1488469	1489236	1489624	1489632	1489640	1489657	1489665	1489673	1489749	1490945	1491000	1492529	1492628	1493667	1493675	1494558	1495266
299149	067	1496124	1496223	1497098	1501188	1502525	1502699	1502806	1503143	1503226	1503531	1503564	1504653	1504802	1505205	1505312	1506294	1506302	1507599	1507862	1508951	1509371	1511336	1511484	1512912	1513167	1513183	1513191	1513209	1513225	1513258
299156	067	1513274	1513878	1513886	1513969	1514595	1514603	1514611	1514645	1516178	1516335	1520329	1521285	1522044	1523570	1523976	1524099	1525062	1527183	1527662	1527670	1527761	1527779	1527985	1528850	1529023	1529155	1533793	1534023	1534593	1534692
299206	067	1535046	1535368	1535418	1535509	1535921	1535939	1535970	1537182	1537711	1538701	1539048	1539121	1539378	1539626	1540020	1540129	1540202	1540400	1540822	1540905	1541119	1541598	1542208	1542265	1543164	1543867	1543875	1543883	1544113	1547355
299214	067	1547603	1552082	1552272	1552629	1552694	1552751	1552769	1552777	1552793	1552991	1553007	1554484	1556505	1557214	1557537	1558998	1559392	1559897	1560200	1561364	1561489	1562719	1562750	1563469	1564459	1564855	1565829	1566710	1566736	1567148
299412	067	1568195	1568203	1568260	1568286	1568369	1568732	1569243	1569268	1569409	1570761	1570936	1571173	1572296	1572460	1572551	1573211	1573807	1575026	1575182	1575190	1576842	1578145	1578285	1578293	1578301	1578343	1578376	1579457	1581412	1581420
299503	067	1581438	1581446	1581461	1581487	1581495	1581503	1581529	1582097	1582352	1583970	1584077	1584184	1584283	1585959	1586445	1588375	1588441	1589050	1589449	1590827	1591395	1591437	1592336	1594050	1594548	1595602	1599406	1599455	1600295	1600592
299594	067	1600956	1603323	1604321	1604453	1605120	1605617	1605641	1605658	1606490	1606508	1606540	1606672	1608199	1608777	1609064	1609288	1609296	1609510	1609759	1610062	1611383	1613348	1613413	1613504	1614114	1614353	1614486	1615004	1615236	1616887
299602	067	1616895	1616929	1616937	1616945	1616960	1616978	1617000	1617596	1617927	1619006	1619469	1622331	1623339	1625607	1626605	1626647	1627371	1627520	1628551	1628593	1628684	1629559	1630649	1631647	1633312	1634575	1634815	1634831	1636406	1636786
299651	067	1637669	1637826	1637883	1639434	1640127	1640689	1643212	1645779	1646819	1646827	1646991	1647148	1647171	1647189	1647205	1647213	1647551	1648138	1648146	1648153	1648161	1648369	1648955	1649433	1649524	1651280	1651694	1651868	1652536	1653112
299677	067	1653559	1653864	1655406	1655497	1655745	1655752	1655760	1656040	1656115	1656230	1658228	1658277	1659788	1659812	1659820	1661024	1661339	1661362	1662436	1662873	1663749	1663848	1664069	1664986	1664994	1665579	1665603	1665611	1666031	1667757
299834	067	1670454	1671403	1671502	1672989	1672997	1674530	1674563	1675750	1675776	1675859	1675891	1675909	1675925	1675941	1676667	1676675	1676683	1676949	1677186	1677442	1678051	1678481	1679802	1679919	1679927	1679968	1679984	1679992	1680008	1680032
300053	067	1680040	1682095	1683747	1684117	1684182	1685510	1685528	1685627	1686542	1687250	1689751	1689769	1689934	1690643	1692359	1692854	1696251	1696608	1697168	1700731	1701408	1704410	1704915	1705458	1705573	1705714	1705821	1705888	1705920	1705938
300061	067	1706142	1706449	1708759	1711159	1711480	1711613	1712017	1712520	1712538	1717081	1717255	1717644	1717792	1717834	1717867	1719442	1719517	1719608	1719699	1719962	1720713	1720762	1720770	1720788	1721182	1721406	1721810	1722792	1723816	1723857
300079	067	1724244	1725019	1725506	1727106	1727346	1728518	1729375	1730738	1730837	1732411	1732627	1732791	1733567	1734870	1735307	1735471	1736685	1737774	1737782	1737790	1738822	1739663	1739721	1740604	1740737	1741172	1742436	1742451	1742493	1742758
300475	067	1743723	1743780	1743798	1744028	1744259	1744465	1744705	1744820	1745306	1745389	1745421	1745488	1745496	1745686	1746551	1746718	1747187	1749472	1749753	1749761	1749944	1749985	1750033	1752732	1754530	1755669	1756006	1756170	1756337	1757210
301051	067	1757269	1757863	1758564	1758762	1760495	1760768	1763150	1763184	1763788	1763838	1764000	1764067	1764075	1764133	1764166	1764653	1764687	1765163	1765478	1768324	1771781	1775972	1777218	1777309	1779644	1780725	1780733	1781343	1781475	1782085
301333	067	1782432	1782739	1782788	1782820	1783471	1783737	1783901	1783927	1783935	1784198	1785880	1786169	1786490	1786896	1787076	1787654	1788173	1791193	1793348	1793777	1794650	1794825	1794858	1794866	1794874	1794882	1794916	1795277	1796291	1796317
301564	067	1796333	1796341	1796705	1797224	1798388	1799246	1799535	1799808	1799840	1800861	1801141	1801968	1802024	1803170	1803287	1803303	1803584	1804301	1805555	1805605	1805688	1807064	1807940	1810910	1812221	1816313	1819853	1820802	1821537	1823533
301960	067	1824549	1824747	1824937	1825033	1825181	1826486	1826551	1826874	1826940	1828599	1829688	1830355	1830363	1830983	1832765	1832922	1833557	1833938	1836618	1836642	1837426	1837822	1838051	1838861	1839414	1841238	1842889	1842970	1843846	1843887
302265	067	1844380	1848662	1850163	1850189	1850197	1850296	1850460	1853704	1853845	1854199	1854553	1854678	1854694	1854918	1854926	1856244	1857291	1858224	1860253	1860279	1860303	1860584	1861475	1861491	1861715	1863067	1864057	1864511	1864735	1864776
302463	067	1865088	1867100	1867159	1868603	1869619	1870385	1871201	1871227	1871912	1872464	1874817	1875236	1875269	1875749	1879253	1880624	1880780	1880905	1880913	1881606	1883099	1883164	1884139	1884162	1884972	1885326	1885540	1886811	1889252	1891290
302687	067	1891530	1891555	1891589	1891597	1891613	1891647	1891688	1891696	1891860	1894468	1896372	1896521	1896919	1897032	1897115	1898824	1900612	1900661	1900679	1900794	1900844	1902428	1903277	1903749	1903806	1903848	1903913	1903996	1904101	1905926
