P_SyscoID	P_Sys_Opco	P_SyscoProdID0	P_SyscoProdID1	P_SyscoProdID2	P_SyscoProdID3	P_SyscoProdID4	P_SyscoProdID5	P_SyscoProdID6	P_SyscoProdID7	P_SyscoProdID8	P_SyscoProdID9	P_SyscoProdID10	P_SyscoProdID11	P_SyscoProdID12	P_SyscoProdID13	P_SyscoProdID14	P_SyscoProdID15	P_SyscoProdID16	P_SyscoProdID17	P_SyscoProdID18	P_SyscoProdID19	P_SyscoProdID20	P_SyscoProdID21	P_SyscoProdID22	P_SyscoProdID23	P_SyscoProdID24	P_SyscoProdID25	P_SyscoProdID26	P_SyscoProdID27	P_SyscoProdID28	P_SyscoProdID29
302752	067	1906759	1908300	1908318	1908359	1908599	1908888	1910470	1913334	1913748	1913797	1915099	1915297	1916402	1916626	1917830	1917954	1918127	1918267	1920057	1920768	1924034	1925767	1926716	1927730	1928001	1928126	1928159	1929215	1929496	1929504
302893	067	1929538	1930544	1930825	1933928	1934082	1937531	1937598	1937622	1938349	1939800	1941517	1942242	1944305	1944354	1944602	1944610	1944628	1944867	1945443	1945781	1946250	1948967	1949254	1950138	1951490	1952597	1953157	1953447	1953686	1953785
303040	067	1953942	1954148	1955087	1955913	1956291	1959832	1960848	1961408	1962877	1963172	1965102	1967348	1967355	1967371	1967421	1968700	1970888	1970896	1971985	1972009	1973429	1974211	1974542	1974567	1974658	1976083	1976109	1976117	1976125	1976695
303057	067	1977503	1977552	1977701	1978030	1978196	1978246	1978287	1978865	1981372	1981794	1982842	1983444	1985258	1987122	1987874	1988484	1990803	1992304	1992718	1993054	1993922	1994003	1995729	1996081	1996164	1996446	1997576	2000008	2000065	2001402
303172	067	2001469	2001733	2002632	2006112	2006393	2007458	2008522	2009108	2010080	2010569	2010643	2011450	2011955	2012110	2012862	2013027	2015188	2016459	2017028	2018703	2022879	2022887	2023125	2023695	2023703	2023711	2024271	2024693	2024792	2024800
303800	067	2024818	2025104	2025393	2029676	2030419	2031029	2031896	2032282	2032373	2032712	2033447	2034122	2034841	2035236	2035244	2036952	2037208	2039345	2039584	2039618	2039733	2039931	2039964	2040491	2040509	2041093	2041259	2041473	2041549	2044212
303875	067	2046399	2046522	2048452	2048593	2050698	2052041	2054161	2054591	2055093	2055168	2055184	2056109	2056562	2056653	2057131	2059442	2060473	2061125	2061356	2061364	2062099	2062123	2065399	2066652	2068369	2069383	2069821	2070514	2070712	2070878
304352	067	2071579	2072189	2072783	2075679	2076503	2077352	2077824	2078319	2081750	2081776	2082402	2082543	2085561	2087138	2087278	2088342	2089571	2089860	2089928	2090520	2090843	2090884	2090900	2090926	2090942	2094290	2094522	2094530	2095529	2095594
304360	067	2096162	2096899	2099075	2099901	2101640	2101855	2102994	2103505	2103729	2103745	2103752	2104735	2105179	2105815	2105823	2105849	2106250	2107324	2107373	2107530	2107720	2107837	2112100	2112654	2113074	2113165	2113215	2113223	2114122	2114833
304469	067	2115376	2115491	2115772	2116044	2116838	2117299	2117901	2117943	2118859	2119097	2120889	2122059	2122992	2124022	2124451	2125102	2125284	2127298	2129096	2129120	2129674	2129864	2131852	2132256	2132587	2133239	2133452	2134070	2134732	2136166
304907	067	2137107	2137206	2138121	2141166	2144848	2145217	2145241	2145555	2145639	2145662	2145779	2145829	2145845	2145944	2145985	2146090	2146124	2146470	2146991	2147007	2147015	2147775	2150464	2150977	2151124	2151405	2152650	2152676	2153120	2155257
305094	067	2155653	2160240	2160455	2161727	2161735	2162188	2162907	2163384	2164416	2164606	2165256	2166460	2166528	2167211	2167914	2169423	2169704	2169787	2170306	2170389	2170678	2171247	2172278	2173482	2173698	2175339	2175362	2176188	2177442	2178671
305219	067	2181253	2181790	2181923	2181980	2183929	2184745	2188183	2188191	2188209	2188258	2189835	2190262	2191302	2191328	2191344	2191351	2191369	2191393	2192045	2192367	2192623	2192698	2192813	2195758	2196897	2199958	2200301	2203024	2204279	2204667
305250	067	2204683	2204790	2204972	2205169	2205235	2206449	2206464	2207421	2207512	2207660	2208288	2208304	2211167	2211399	2213130	2213858	2216372	2216984	2217529	2219095	2219111	2219475	2219525	2219947	2220143	2223402	2223931	2224160	2224186	2224285
305938	067	2226041	2226058	2226066	2226074	2226082	2226355	2226710	2227015	2227569	2227890	2227932	2234342	2235893	2235919	2237246	2237980	2238194	2238889	2241909	2241917	2243665	2244507	2244523	2247419	2247989	2248789	2249241	2249365	2250397	2251361
306159	067	2251635	2252039	2252054	2252070	2252088	2252146	2252161	2252187	2252203	2252880	2252906	2253276	2253631	2253771	2254027	2254043	2254464	2254720	2257756	2257939	2257947	2257954	2257996	2258051	2258143	2258788	2258978	2260966	2263002	2263689
306225	067	2264232	2264273	2267649	2268548	2270478	2270593	2270841	2272169	2272193	2272466	2272474	2272482	2272490	2272508	2272516	2272524	2272532	2274124	2275642	2275659	2275931	2276038	2276608	2276996	2277010	2278026	2278034	2279057	2284123	2285542
306621	067	2285799	2287472	2288348	2288355	2288983	2289163	2289189	2289254	2290617	2292498	2292944	2293041	2293363	2293975	2295186	2295194	2301174	2304608	2306595	2306660	2307189	2308161	2308286	2309409	2309441	2310217	2311512	2312411	2313070	2315323
306993	067	2315943	2315984	2316016	2317949	2318913	2319564	2320000	2320463	2320653	2320885	2321016	2321677	2321891	2322246	2322931	2324424	2324648	2325140	2325157	2325264	2325413	2325652	2327534	2327740	2327757	2328391	2328656	2329266	2330215	2331163
307017	067	2331429	2331569	2331635	2332609	2332799	2333235	2334142	2336071	2336097	2336105	2336428	2336816	2337350	2338168	2338192	2338226	2338275	2338283	2338325	2338333	2339042	2339661	2339711	2340107	2340446	2340990	2341154	2341485	2341592	2345858
307041	067	2345981	2348233	2348480	2349496	2349561	2349983	2350197	2350734	2351047	2351096	2351435	2351708	2353308	2355048	2357523	2357648	2359057	2359776	2359883	2360691	2360709	2360832	2362473	2363968	2365369	2365963	2366607	2368777	2368785	2368801
307421	067	2368892	2368918	2370120	2370138	2370153	2370179	2370203	2370211	2371441	2371656	2372670	2374056	2374064	2374627	2375178	2375913	2375939	2376978	2377448	2378289	2378305	2378313	2378339	2378867	2379477	2379485	2379493	2379501	2380434	2380442
307439	067	2381275	2381572	2381622	2381879	2382117	2382570	2382588	2382760	2382828	2382836	2382877	2383222	2383255	2384709	2384915	2386126	2386134	2386142	2386159	2386597	2387363	2387603	2388205	2388213	2388296	2388312	2388833	2389153	2389252	2389260
307462	067	2389278	2389534	2389930	2389989	2390250	2390292	2390839	2390847	2391142	2392413	2393015	2393023	2393049	2393064	2393627	2393999	2394054	2395135	2395143	2398238	2398279	2399541	2400968	2401032	2401107	2401123	2401214	2401396	2403582	2403590
307496	067	2403608	2403657	2406189	2406650	2406742	2407658	2408359	2408847	2411999	2412294	2412302	2412989	2413128	2414456	2414522	2414530	2414548	2414563	2415222	2415933	2416691	2418663	2422855	2422863	2423671	2425247	2426450	2427326	2429363	2429470
307504	067	2433324	2433415	2433423	2433431	2433449	2434322	2434710	2435907	2436210	2438281	2439040	2440410	2442168	2442879	2446300	2446789	2448355	2448512	2449007	2449106	2449205	2450476	2450831	2451243	2455137	2455962	2456648	2457828	2458834	2458859
307520	067	2460129	2460921	2462471	2462539	2462745	2462760	2463180	2463198	2463628	2463792	2463974	2466878	2467876	2467892	2468825	2468882	2474757	2477081	2477339	2479301	2480762	2482248	2482321	2482354	2483642	2484434	2484574	2489912	2489987	2489995
307629	067	2490035	2490043	2490548	2491454	2491488	2491496	2491538	2491546	2491561	2491579	2491587	2491595	2491603	2496503	2496560	2496768	2497089	2498178	2499127	2499648	2502268	2502615	2506418	2507580	2507614	2507671	2507705	2507713	2507762	2507986
307611	067	2508042	2508091	2509339	2509925	2509958	2510402	2510881	2511012	2511442	2511475	2511624	2512952	2512960	2513307	2513695	2515021	2516680	2516870	2516995	2517001	2517464	2518785	2519379	2520393	2522191	2525624	2525970	2526382	2526408	2527265
307728	067	2527281	2527307	2527315	2527323	2527331	2527349	2527356	2527364	2527372	2527380	2527505	2527646	2527836	2529956	2531069	2531580	2532364	2532380	2532570	2532596	2532893	2534709	2534857	2535474	2535912	2536555	2537934	2538619	2539492	2539732
307744	067	2542223	2542348	2543072	2543148	2543155	2543163	2543171	2544831	2546240	2546406	2546919	2546935	2547164	2547917	2551042	2551521	2551729	2552016	2552917	2553246	2555076	2556405	2556850	2558237	2558351	2558369	2558468	2558914	2559128	2559656
307801	067	2559870	2560332	2560340	2560357	2560365	2562676	2563443	2563674	2564755	2565315	2567295	2568509	2568616	2569259	2570158	2571123	2571479	2571529	2572600	2574291	2577443	2577773	2577948	2579191	2579340	2580041	2580058	2580066	2580728	2581213
307934	067	2581312	2581320	2582005	2582013	2582021	2582039	2582054	2582088	2582096	2582104	2582112	2582138	2582146	2582161	2582187	2582195	2582203	2582229	2582252	2582278	2582286	2582401	2585388	2585404	2585651	2585693	2585701	2587202	2587251	2587269
308023	067	2589257	2589307	2589596	2589737	2590032	2590180	2590610	2591220	2591493	2591501	2591774	2592160	2592855	2592954	2592970	2593523	2593762	2595452	2596401	2596427	2597409	2598118	2598134	2598993	2599793	2599801	2600245	2600500	2600518	2600666
308080	067	2601250	2603249	2603496	2604221	2605756	2611739	2613131	2613982	2613990	2615490	2619500	2619880	2623395	2626760	2627966	2633758	2639391	2640720	2642320	2642684	2642692	2642700	2643146	2643377	2645687	2646156	2648806	2655058	2658748	2658763
308353	067	2670370	2673473	2676021	2676674	2677763	2680007	2681567	2683621	2685105	2687838	2688232	2688398	2688463	2688976	2689669	2691160	2694370	2695542	2697738	2701704	2704963	2705788	2707404	2709103	2711539	2714749	2718831	2722296	2723385	2723625
308494	067	2724979	2725489	2726883	2726933	2728244	2728608	2735009	2750248	2750289	2754646	2757912	2757987	2758068	2758357	2761443	2763688	2764025	2770329	2772184	2772291	2773067	2773133	2774644	2779684	2780120	2780161	2780633	2780732	2780757	2787679
308627	067	2790061	2790640	2790673	2790863	2790939	2791317	2791473	2798270	2798288	2799021	2802130	2806388	2811834	2813897	2813913	2813962	2814499	2819969	2820231	2820454	2822880	2823409	2823698	2825172	2827848	2828945	2833515	2835973	2836427	2838126
308700	067	2844843	2853703	2854255	2856870	2860930	2865863	2867521	2870384	2870400	2870806	2872372	2880615	2880656	2880755	2886075	2886265	2898229	2902021	2905396	2910339	2911824	2916427	2917722	2919314	2919330	2919355	2919876	2919884	2920403	2920536
308734	067	2925022	2927770	2928042	2929115	2934875	2935435	2935864	2935898	2935930	2936441	2936466	2938116	2938991	2939064	2943272	2943330	2946887	2947398	2948081	2949667	2949873	2950459	2956258	2957066	2957181	2957298	2960300	2964401	2964674	2964849
308775	067	2965820	2967875	2970341	2970457	2971562	2971570	2971760	2972321	2973899	2975795	2979417	2983666	2985398	2985752	2985786	2986032	2994630	2994804	3004512	3004918	3004942	3006228	3006939	3007275	3007283	3009461	3013737	3013786	3019866	3020757
309260	067	3022035	3022894	3024486	3024726	3024957	3024973	3026887	3027844	3028743	3028990	3029014	3029055	3029311	3031424	3032943	3033834	3034519	3037868	3038031	3038197	3038452	3038486	3038502	3038510	3038551	3038593	3038643	3038692	3038718	3038783
309492	067	3038791	3038924	3038940	3038965	3044138	3044708	3044724	3047032	3049038	3053568	3053634	3054475	3060274	3060464	3065216	3068814	3069325	3069853	3069895	3072741	3073038	3073566	3076965	3083201	3110541	3112935	3113412	3114113	3114139	3115532
309831	067	3116126	3116381	3116852	3118676	3119534	3121738	3123114	3123320	3125192	3125382	3125531	3127172	3128014	3128139	3132032	3132065	3135316	3138724	3138823	3142858	3143534	3144243	3145141	3149994	3152584	3155728	3162179	3163516	3165578	3166469
310490	067	3167053	3168242	3173531	3185774	3188901	3189412	3192184	3201274	3201563	3202983	3203874	3207289	3209921	3221660	3221678	3230059	3230547	3235181	3235629	3235645	3235652	3236569	3237088	3237823	3238276	3238391	3240413	3240439	3240819	3247079
311142	067	3249448	3249489	3249612	3254547	3254604	3254612	3254646	3255205	3256328	3258522	3258886	3260619	3261351	3264504	3266293	3266533	3266657	3267655	3268281	3268331	3268349	3268356	3268760	3268778	3277076	3280989	3281474	3281599	3282316	3282399
311167	067	3283090	3288594	3291549	3292604	3294980	3295003	3295037	3295649	3297892	3297959	3305778	3310356	3310695	3313871	3317302	3317880	3321627	3325578	3327848	3330388	3332053	3332103	3332186	3336534	3341443	3344793	3345931	3351434	3352796	3355732
311209	067	3360112	3360138	3360393	3361078	3361193	3361201	3361516	3361524	3361532	3362274	3362464	3366424	3367067	3367091	3370566	3372166	3376407	3376969	3378262	3378700	3381571	3389640	3390002	3390689	3390713	3396801	3397841	3398799	3399110	3399748
311506	067	3399953	3400363	3403755	3406311	3416351	3417201	3418886	3419876	3423647	3424462	3424470	3424561	3425279	3430204	3431657	3431715	3435823	3437100	3439452	3441920	3443579	3443918	3443942	3449873	3449881	3452836	3454089	3458296	3458676	3458841
311563	067	3458916	3459484	3464310	3465424	3467537	3470226	3470440	3476488	3476983	3479052	3479656	3481249	3492014	3493327	3495975	3497666	3497823	3497864	3497880	3497948	3497955	3497963	3499217	3499449	3499506	3501665	3503992	3504016	3504040	3505187
311712	067	3506425	3506847	3507027	3507035	3510336	3515905	3515913	3515921	3515954	3516242	3516267	3516630	3517828	3519725	3519774	3519824	3520194	3521143	3521333	3522240	3522794	3523537	3524188	3524378	3528049	3530631	3530946	3531092	3531720	3531902
311878	067	3532405	3532819	3532991	3533056	3533064	3533155	3533429	3533486	3533494	3533528	3533544	3533551	3533585	3534559	3543790	3544061	3545621	3546645	3546850	3546876	3546983	3547106	3547114	3547130	3548385	3548393	3548898	3550308	3551942	3554441
312306	067	3554722	3558061	3558111	3559937	3565546	3566734	3572781	3573557	3574910	3574951	3575909	3575958	3575966	3576048	3576089	3576105	3576170	3576196	3576204	3576220	3576253	3576485	3576576	3576659	3576691	3576923	3577301	3577889	3577921	3578135
312330	067	3579760	3584869	3585635	3589520	3590122	3590817	3590874	3590999	3591088	3592532	3598661	3598679	3598687	3598711	3598737	3602414	3602786	3606951	3608353	3608361	3608403	3609443	3609450	3611712	3613296	3613304	3616331	3616356	3616372	3616380
312439	067	3616455	3616463	3616497	3616539	3616570	3616620	3616679	3617354	3617875	3618998	3620168	3620192	3620218	3626520	3628104	3629235	3629433	3629920	3630720	3633674	3635513	3636727	3637055	3637337	3637345	3637394	3637527	3637535	3637568	3637592
312462	067	3637600	3637618	3637659	3637667	3637980	3637998	3638004	3638012	3638020	3638038	3638822	3639143	3646270	3646650	3646932	3648748	3649746	3649753	3649761	3649779	3650819	3650900	3651031	3651767	3652120	3653540	3655693	3655743	3655925	3658663
312546	067	3658689	3658705	3660347	3663507	3664646	3669603	3669611	3674942	3675915	3676632	3676640	3677903	3677911	3678893	3685542	3686284	3689239	3689346	3689510	3691110	3691524	3691714	3691755	3691888	3691979	3692134	3692316	3692506	3693280	3694452
312736	067	3695160	3695574	3695988	3698024	3700614	3704525	3705985	3710472	3710696	3711389	3712494	3712585	3712650	3712668	3712783	3712999	3713039	3713054	3713591	3714102	3714136	3714896	3714904	3714912	3715679	3716537	3716610	3716701	3716750	3717188
312850	067	3717279	3717568	3718632	3721115	3723111	3723129	3723681	3724580	3724689	3724879	3725363	3725967	3726247	3727112	3727443	3727500	3727526	3727542	3730249	3731536	3733086	3733144	3733219	3733318	3733631	3733649	3737541	3739240	3741113	3744935
312876	067	3745932	3746104	3746120	3746146	3746153	3746161	3746179	3746211	3746245	3746302	3746310	3746328	3746401	3746476	3746484	3746617	3746724	3746831	3746880	3746898	3747508	3747532	3748076	3748753	3748795	3748811	3748894	3748902	3750817	3754793
312934	067	3758752	3758844	3760691	3760865	3763257	3765393	3766524	3767662	3768504	3768561	3769130	3769353	3771151	3773629	3778925	3781465	3781648	3781846	3781861	3781945	3781986	3781994	3782034	3782059	3782737	3783339	3784865	3789567	3791274	3797503
313015	067	3798030	3801867	3802121	3802147	3803707	3814852	3815602	3815610	3815958	3816444	3817442	3817590	3825775	3827854	3831153	3831542	3834629	3834728	3836517	3836574	3836632	3836640	3836657	3836939	3836962	3837036	3837093	3837135	3837168	3837176
313106	067	3837192	3843000	3844222	3844453	3846664	3847670	3848363	3848447	3850419	3850690	3851813	3853223	3855046	3855061	3855343	3856481	3856507	3856655	3858461	3860368	3860442	3860905	3862877	3862885	3862893	3864006	3864014	3864030	3865649	3865730
313502	067	3865888	3865896	3866647	3866894	3869203	3869435	3869450	3869492	3869526	3869823	3870326	3870771	3870789	3870797	3870805	3870839	3870904	3871712	3871746	3871936	3872645	3872652	3875333	3875960	3878402	3878410	3879426	3879434	3879459	3879723
313676	067	3879822	3879962	3879988	3880622	3881182	3881331	3881364	3881463	3881505	3881539	3881554	3885787	3886074	3886116	3886132	3886199	3886231	3886348	3886355	3887940	3889565	3890845	3890969	3891132	3891348	3891710	3891918	3892692	3893013	3894300
313684	067	3894722	3895299	3895315	3895570	3895729	3895745	3896180	3896594	3900024	3901550	3902061	3902111	3902640	3903853	3904497	3904638	3908639	3909066	3910262	3910320	3910544	3912128	3913001	3913357	3913399	3913431	3913563	3913878	3916418	3916772
313718	067	3916954	3916962	3917275	3917283	3917309	3918158	3921921	3922119	3922317	3922648	3922986	3923661	3925278	3925948	3927233	3927795	3927852	3928256	3928819	3932415	3932837	3934957	3941432	3944410	3946266	3946696	3947967	3948627	3952769	3955382
313841	067	3956786	3959129	3959160	3959194	3959228	3959277	3959293	3959327	3959335	3959871	3960010	3960309	3960325	3960333	3960358	3960366	3960390	3960408	3960564	3960606	3962099	3962156	3963733	3963840	3963931	3963956	3964095	3964459	3964624	3964640
313866	067	3964715	3964723	3964905	3964939	3966058	3970621	3970845	3970878	3971207	3971223	3971843	3972056	3972262	3972338	3976396	3976404	3979960	3980638	3980927	3982105	3982246	3982253	3982345	3982352	3984283	3984333	3985041	3985116	3987468	3992823
313874	067	3993193	3994027	3994571	3994803	3997566	3998598	4000048	4000360	4000527	4000550	4000592	4000618	4000683	4000824	4000873	4001368	4001418	4001616	4001921	4001947	4002010	4002325	4002374	4002390	4002408	4002416	4002432	4002457	4002465	4002473
313890	067	4002499	4002507	4002523	4002531	4002549	4002978	4002986	4002994	4003042	4003091	4003190	4003216	4003232	4003455	4003463	4003489	4003513	4003570	4003596	4003604	4003646	4003679	4003687	4003729	4003745	4003752	4003786	4003794	4003851	4003869
313940	067	4003885	4004008	4004016	4004032	4004065	4004081	4004164	4004180	4004198	4004222	4004438	4004776	4005096	4005286	4005294	4005302	4005310	4005336	4005450	4005526	4005534	4005542	4005559	4005567	4005583	4005617	4005765	4005773	4005781	4005799
313965	067	4005849	4005856	4005864	4005898	4005914	4005922	4005948	4005955	4005963	4005989	4005997	4006037	4006045	4006086	4006136	4006326	4006367	4006417	4006441	4006482	4006540	4006565	4006649	4006748	4006797	4006805	4006821	4006847	4006862	4006987
314195	067	4007092	4007258	4007266	4007407	4007498	4007522	4007530	4007571	4007597	4007621	4007639	4007738	4007811	4007837	4007852	4007860	4007886	4007894	4007910	4007928	4007969	4008009	4008041	4008090	4008116	4008215	4008306	4008322	4008348	4008405
314328	067	4008413	4008439	4008454	4008462	4008512	4008538	4008587	4008652	4008769	4008777	4008827	4008835	4008843	4008918	4008975	4009023	4009155	4009189	4009197	4009320	4009411	4009551	4009577	4009601	4009890	4009908	4009932	4010153	4010161	4010179
314344	067	4010195	4010211	4010245	4010252	4010278	4010310	4010344	4010351	4010393	4010419	4010443	4010450	4010476	4010658	4010757	4010765	4010799	4010807	4010815	4010872	4010898	4010922	4010930	4011011	4011037	4011052	4011078	4011102	4011110	4011359
314385	067	4011383	4011409	4011920	4011946	4012340	4012373	4012407	4012423	4012472	4012480	4012522	4012563	4012621	4012654	4013041	4013066	4013108	4013140	4013165	4014205	4014304	4014353	4014387	4014395	4014403	4014460	4014494	4014577	4014585	4014627
314435	067	4014643	4014684	4014775	4014973	4015004	4015095	4015137	4015152	4015160	4015285	4015343	4015434	4015533	4015665	4015699	4015756	4015822	4016663	4016713	4016747	4016762	4017406	4017414	4017455	4017463	4017471	4017521	4017547	4017661	4017711
314690	067	4017729	4017737	4017745	4017752	4017760	4017893	4017919	4017927	4017935	4017943	4017976	4017984	4018024	4018032	4018065	4018131	4018149	4018156	4018164	4018172	4018180	4018206	4018214	4018404	4018453	4018461	4018800	4018818	4018842	4018933
314807	067	4019097	4019139	4019220	4020889	4020913	4020954	4020996	4021283	4021440	4021515	4021853	4022422	4022455	4022489	4022513	4022539	4022612	4022844	4023040	4023073	4023081	4023966	4023982	4024014	4024063	4024154	4024253	4024279	4024469	4024584
314831	067	4024709	4024980	4025110	4025367	4025383	4025425	4025458	4025508	4025557	4025581	4025623	4025664	4025730	4025821	4025854	4025888	4025896	4025912	4025953	4025987	4026001	4026043	4026100	4026316	4026324	4026340	4026365	4026373	4026381	4026423
314849	067	4026621	4026670	4026704	4026829	4026845	4026852	4026894	4026902	4026928	4026936	4027082	4027355	4027397	4027421	4027439	4027447	4027629	4027678	4027819	4027835	4027843	4027850	4027942	4028221	4028254	4028320	4029336	4029385	4029435	4029492
314906	067	4029500	4029518	4029526	4029534	4029591	4029732	4029765	4029849	4029864	4029872	4029880	4029914	4029963	4029971	4030151	4030219	4030243	4030268	4030276	4030284	4030318	4030334	4030383	4030391	4030508	4030565	4030573	4030599	4030730	4030870
314930	067	4030912	4030938	4031001	4031027	4031043	4031068	4031076	4031209	4031217	4031407	4031605	4032223	4032231	4032249	4032256	4032264	4032330	4032371	4032520	4032553	4032611	4032678	4032900	4032918	4032934	4032959	4032975	4032991	4033007	4033023
314997	067	4033064	4033072	4033221	4033254	4033288	4033320	4033338	4033346	4033361	4033411	4033429	4033445	4033452	4033486	4033791	4033817	4033841	4033858	4034005	4034013	4034039	4034047	4034070	4034096	4034104	4034112	4034179	4034195	4034468	4034534
315101	067	4034542	4034658	4034856	4034922	4035051	4035069	4035077	4035101	4035119	4035127	4035143	4035150	4035168	4035184	4035192	4035200	4035218	4035226	4035580	4035598	4035606	4035655	4035663	4035697	4035705	4035721	4035739	4035747	4035754	4035762
315093	067	4035911	4035929	4035960	4035986	4036133	4036232	4036315	4036331	4036380	4036406	4036448	4036455	4036489	4036547	4036562	4036695	4036778	4036836	4036976	4037222	4037289	4037503	4037537	4037727	4037867	4037891	4037909	4037917	4038022	4038097
315176	067	4038154	4038162	4038253	4038279	4038287	4038337	4038352	4038360	4038766	4038808	4039053	4039715	4039749	4039830	4039848	4039855	4040317	4040325	4040341	4040374	4040382	4040390	4040408	4040416	4040424	4040440	4040457	4040465	4040473	4040481
315192	067	4040499	4040507	4040580	4040598	4040606	4040614	4040630	4040648	4040697	4040705	4040721	4040739	4040747	4040846	4040853	4040887	4040895	4040937	4040994	4041018	4041083	4041125	4041240	4041349	4041653	4041679	4041703	4041737	4041745	4041778
315317	067	4041786	4041794	4042321	4042479	4042487	4042628	4042800	4042834	4043105	4043279	4043295	4043329	4043345	4043352	4043360	4043378	4043394	4043402	4043410	4043428	4043436	4043469	4043865	4043881	4043899	4043907	4043915	4043923	4043931	4043949
315390	067	4043972	4044012	4044111	4044178	4044368	4044376	4044533	4044541	4044558	4044566	4044574	4044582	4044590	4044608	4044616	4044624	4044632	4044640	4044665	4044681	4044699	4044707	4044772	4044780	4044863	4044897	4045159	4045217	4045308	4045415
315432	067	4045423	4045449	4045498	4045571	4045589	4045662	4045688	4045704	4045712	4045720	4045746	4045753	4045761	4045878	4045910	4045928	4045944	4045951	4046017	4046058	4046082	4046124	4046223	4046264	4046330	4046348	4046355	4046462	4046611	4046645
315457	067	4046660	4046850	4046892	4046967	4046975	4046983	4047031	4047049	4047056	4047072	4047080	4047510	4047957	4048401	4048450	4049094	4049128	4049250	4049292	4049318	4049367	4049375	4049391	4049409	4049425	4049573	4049722	4049730	4049748	4049763
315564	067	4049854	4049961	4050027	4050043	4050126	4050134	4050217	4050365	4050373	4050449	4050522	4050563	4050829	4050886	4051082	4051124	4051132	4051140	4051165	4051173	4051181	4051199	4051207	4051215	4051223	4051363	4051371	4051397	4051413	4051421
316208	067	4051439	4051454	4051462	4051470	4051488	4051496	4051504	4051538	4051546	4051553	4051579	4052072	4052262	4052429	4052528	4052726	4052783	4052890	4052908	4053351	4053369	4053419	4053427	4053435	4053468	4053567	4053591	4053617	4053674	4054482
316448	067	4054508	4054524	4054599	4054714	4054722	4054771	4054805	4054888	4054896	4054920	4054946	4054953	4055646	4055729	4056495	4056529	4056875	4057642	4057717	4058970	4059119	4059168	4060083	4060521	4060596	4060695	4060703	4060711	4060786	4060802
316463	067	4060844	4060851	4060901	4061206	4061271	4061305	4061313	4061388	4061438	4061503	4061578	4061586	4061594	4061602	4061610	4061677	4061701	4061719	4061727	4061834	4061859	4061883	4061909	4061925	4061958	4061982	4062014	4062022	4062048	4062055
316505	067	4062071	4062089	4062121	4062147	4062154	4062170	4062188	4062196	4062204	4062212	4062220	4062279	4062303	4062337	4062360	4062378	4062394	4062410	4062428	4062451	4062535	4062568	4062592	4062618	4062667	4063103	4063137	4063285	4063400	4064788
316612	067	4064978	4064986	4065132	4065157	4065165	4065439	4065983	4066106	4066353	4066577	4066809	4066981	4067039	4067369	4067864	4067880	4067898	4068060	4068227	4068482	4068508	4068607	4068946	4069019	4069076	4069217	4069373	4069431	4071411	4071460
316687	067	4071635	4071643	4071650	4071684	4072088	4072401	4072609	4072872	4073342	4073433	4073540	4073557	4073565	4073797	4073847	4074159	4074373	4074464	4074589	4074886	4075073	4075172	4075214	4075545	4075594	4075610	4075958	4076402	4076444	4077830
316851	067	4078283	4079125	4079661	4080172	4080966	4081584	4081949	4082491	4082871	4082962	4083234	4083309	4084679	4084810	4084901	4084927	4084935	4084943	4085007	4085015	4085031	4085080	4085114	4085387	4085601	4085684	4085692	4085700	4086021	4086096
316992	067	4086104	4086120	4086153	4086161	4086179	4086187	4086211	4086229	4086260	4086294	4086328	4086336	4086344	4086351	4086369	4086377	4086385	4086393	4086419	4086435	4086443	4086450	4086468	4086575	4086591	4086617	4087169	4087235	4087391	4087409
317024	067	4087466	4087474	4087771	4088084	4088134	4088258	4088316	4089371	4089611	4089751	4089827	4089983	4090379	4090395	4090544	4090593	4090684	4090692	4091443	4091492	4091989	4092011	4092227	4092268	4092276	4092300	4092334	4092375	4092490	4092532
317081	067	4092748	4092888	4092961	4093332	4093373	4093738	4094587	4094645	4094652	4094660	4094678	4094686	4095071	4095121	4095139	4095279	4095683	4095972	4096095	4096103	4096111	4096129	4096368	4096418	4096954	4096988	4097515	4098786	4099099	4099107
317347	067	4099115	4099123	4099420	4099925	4099933	4100616	4100624	4100640	4101390	4102471	4102596	4102646	4102711	4102950	4103040	4103214	4103263	4103537	4103552	4103800	4103826	4104246	4104360	4104402	4104444	4104469	4105714	4105730	4105870	4105888
317495	067	4105979	4106498	4106803	4106886	4107322	4107520	4107538	4107546	4107587	4108122	4108155	4108544	4108569	4108742	4108809	4108866	4108916	4109138	4109195	4109310	4109518	4109575	4109724	4109963	4110110	4110177	4110383	4110391	4110425	4110516
317933	067	4110581	4111027	4111183	4111498	4111571	4111589	4111654	4111688	4112330	4112371	4112546	4112595	4112686	4112926	4112934	4113056	4113080	4113148	4113312	4113346	4113361	4113411	4113445	4113460	4113650	4113684	4113767	4114088	4114138	4114195
318071	067	4114435	4114617	4114625	4114914	4115432	4115721	4115739	4116067	4116158	4116364	4116398	4117164	4117206	4117222	4119061	4119079	4119509	4119517	4119723	4119806	4119848	4120259	4120531	4120663	4120937	4121240	4121257	4121513	4121885	4121950
318097	067	4122065	4122081	4122594	4122818	4122875	4122933	4123196	4123212	4124053	4124103	4124533	4125092	4125118	4125126	4125142	4125357	4125795	4125852	4126819	4126926	4127031	4127627	4127890	4127924	4127940	4128377	4128682	4128807	4129060	4129250
